"FilingID","Fund Name","Fund ID","Adviser Name","Adviser SEC Number","Clients Solicited?"
1979039,"HUDSON BAY INSURANCE DEDICATED FUND OF SALI MULTI-SERIES FUND V, L.P.",805-1615422999,"SALI FUND SERVICES","801-61702","N"
1977872,"XPONANCE DIVERSE OPPORTUNITES FUND, L.P.",805-3555729657,"XALTS","801-122221","N"
1977872,"UTA INVESTCORP GROWTH CAPITAL FUND I, LP",805-7924693120,"UTA INVESTCORP INVESTMENT MANAGEMENT, LLC","802-127338","N"
1980162,"BOOTHBAY ABSOLUTE RETURN STRATEGIES, LP",805-5663558974,"BOOTHBAY FUND MANAGEMENT","801-80018","N"
1980162,"TONGA PARTNERS, L.P.",805-2249172978,"CANNELL CAPITAL LLC","801-72618","Y"
1980162,"PRELUDE OPPORTUNITY FUND, LP",805-1637413029,"CANNELL CAPITAL LLC","801-72618","Y"
1980038,"BOWIE FOCUSED EQUITY IDF SERIES OF THE SALI MULTI-SERIES FUND, L.P",805-4999489424,"SALI FUND SERVICES","801-61702","Y"
1977499,"SEQUENCE MULTI ASSET IDF SERIES INTERESTS OF THE SALI MULTI-SERIES FUND, L.P.",805-1523717208,"SALI FUND SERVICES","801-61702","N"
1977499,"SEQUENCE MULTI ASSET IDF III SERIES INTERESTS OF THE SALI MULTI-SERIES FUND IV, L.P.",805-6623253726,"SALI FUND SERVICES","801-61702","N"
1980758,"CARDINAL ADVISOR SERIES - MULTI-MANAGER INTERNATIONAL EQUITY LP",805-7938242776,"ICAPITAL ADVISORS, LLC","801-106690","Y"
1966353,"SCHRODER DIVERSIFIED GROWTH PORTFOLIO LP",805-9212599257,"SCHRODER INVESTMENT MANAGEMENT NORTH AMERICA INC","801-15834","N"
1966353,"SCHRODER EMERGING MARKETS FUND",805-8705658555,"SCHRODER INVESTMENT MANAGEMENT NORTH AMERICA INC","801-15834","N"
1966353,"SCHRODER INTERNATIONAL ALPHA PORTFOLIO",805-7367427877,"SCHRODER INVESTMENT MANAGEMENT NORTH AMERICA INC","801-15834","N"
