"FilingID","SchA-3","Schedule","Full Legal Name","DE/FE/I","Entity in Which","Title or Status","Status Acquired","Ownership Code","Control Person","PR","OwnerID"
1992434,"N","A","FADEL, FREDERICK, RAYMOND","I","","MANAGING MEMBER/CHIEF COMPLIANCE OFFICER",06/2004,"E","Y","N",2003217
1988320,"Y","A","BENTLEY, DAVID, FRANCIS","I","","PARTNER",02/2017,"NA","Y","N",6796395
1988320,"Y","A","CHISHOLM, RODERICK, GREGORY","I","","PARTNER",02/2017,"NA","Y","N",6796396
1988320,"Y","A","GIP ATLAS HOLDINGS LIMITED","FE","","OWNER",02/2017,"E","Y","N",
1988320,"Y","A","CHAMBERS, CARL, ANTHONY","I","","CHIEF COMPLIANCE OFFICER",07/2017,"NA","Y","N",6842060
1988320,"Y","A","Joyner, Clinton, Leigh","I","","PARTNER & CHIEF OPERATING OFFICER",03/2018,"NA","Y","N",7025363
1988320,"","B","HARRIS, MATTHEW, CAREY","I","GIP ATLAS HOLDINGS LIMITED","MANAGER",09/2024,"F","Y","N",1905392
1988320,"","B","OGUNLESI, ADEBAYO, OLUSEGU","I","GIP ATLAS HOLDINGS LIMITED","MANAGER",09/2024,"F","Y","N",1508528
1988320,"","B","WOODBURN, WILLIAM","I","GIP ATLAS HOLDINGS LIMITED","MANAGER",09/2024,"F","Y","N",5183042
1988320,"","B","MCGHEE, MICHAEL, JOHN","I","GIP ATLAS HOLDINGS LIMITED","MANAGER",09/2024,"F","Y","N",6932545
1988320,"","B","RAO, RAJARAM","I","GIP ATLAS HOLDINGS LIMITED","MANAGER",09/2024,"F","Y","N",7081877
1988320,"","B","BRAM, JONATHAN, DAVID","I","GIP ATLAS HOLDINGS LIMITED","MANAGER",09/2024,"F","Y","N",1602853
1991970,"Y","A","SCHOEPPL-JOST, ELKE","I","","DIRECTOR / REGIONAL INVESTMENT HEAD APAC",08/2014,"NA","Y","N",6448938
1991970,"Y","A","WONG, SUSANNA, N.Y.","I","","REGIONAL HEAD OF LEGAL APAC",09/2017,"NA","Y","N",6866072
1991970,"","B","DEUTSCHE BANK AG","FE","DB BETEILIGUNGS-HOLDING GMBH","SHAREHOLDER",02/2010,"E","Y","Y",
1991970,"","B","DB BETEILIGUNGS-HOLDING GMBH","FE","DWS GROUP GMBH & CO. KGAA","SHAREHOLDER",12/2016,"E","Y","N",
1991970,"Y","A","DWS GROUP GMBH & CO. KGAA","FE","","SHAREHOLDER",03/2018,"E","Y","N",
1991970,"Y","A","MURFIN, SIMON, JOHN","I","","DIRECTOR / CHIEF OPERATING OFFICER APAC",07/2018,"NA","Y","N",6994449
1991970,"Y","A","WONG, CHUN MUI, JOJO","I","","CHIEF COMPLIANCE OFFICER / REGIONAL HEAD OF AFC & COMPLIANCE APAC",10/2019,"NA","Y","N",7199432
1991970,"Y","A","LOK, WENDY, WAI NG","I","","DIRECTOR / CHIEF OPERATING OFFICER HONG KONG",08/2021,"NA","Y","N",4130327
1991970,"Y","A","WANG, VANESSA","I","","DIRECTOR / HEAD OF CLIENT COVERAGE, APAC / HEAD OF ASIA PACIFIC",04/2022,"NA","Y","N",7262538
1991970,"Y","A","TOH, LORRAINE LAY HOON","I","","DIRECTOR",11/2023,"NA","Y","N",7829281
1991970,"Y","A","CHAN, MACY, LAI KWAN","I","","DIRECTOR / CHIEF FINANCIAL OFFICER APAC",02/2024,"NA","Y","N",7865051
1992448,"N","A","TOHME LEDEZMA, RAFAEL, ANDRES","I","","MANAGING DIRECTOR - PRINCIPAL - CCO",07/2015,"D","Y","N",6554716
1992448,"N","A","rodriguez, andres, eduardo","I","","CUSTOMER RELATIONS MANAGER",02/2017,"D","Y","N",6731142
1992462,"N","A","KNAPP, JAMES, SHANNON","I","","PRESIDENT/CEO/SECRETARY/TREASURER/SHAREHOLDER/CHIEF COMPLIANCE OFFICER",01/2012,"E","Y","N",4646507
1992462,"N","A","RUDEK, TYLER, LEE","I","","PARTNER/CHIEF INVESTMENT OFFICER",03/2019,"A","N","N",5377883
1992460,"Y","A","SCHMIDT, DAVID MARTIN","I","","TREASURER, FINANCIAL AND OPERATIONS PRINCIPAL",03/2017,"NA","N","N",5675524
1992460,"Y","A","OSAIC, INC.","DE","","SHAREHOLDER",01/2004,"E","Y","N",
1992460,"","B","OSAIC HOLDINGS, INC.","DE","OSAIC, INC.","SHAREHOLDER",05/2016,"E","Y","N",
1992460,"Y","A","PRICE, JAMES DALE","I","","CHAIRMAN",11/2016,"NA","Y","N",1243224
1992460,"Y","A","SCHLUETER, MATTHEW ADAM","I","","EVP, OPERATIONS AND TECHNOLOGY SOLUTIONS",01/2016,"NA","Y","N",2627931
1992460,"","B","AG PARENT CORPORATION","DE","OSAIC HOLDINGS, INC.","SHAREHOLDER",08/2019,"E","Y","N",
1992460,"","B","AG INTERMEDIATE CORPORATION","DE","OSAIC FINANCIAL SERVICES, INC.","SHAREHOLDER",05/2020,"E","Y","N",
1992460,"","B","AG ARTEMIS HOLDINGS,L.P.","DE","AG INTERMEDIATE CORPORATION","SHAREHOLDER",08/2019,"E","Y","N",
1992460,"","B","RCP ARTEMIS CO-INVEST, L.P.","FE","AG ARTEMIS HOLDINGS, L.P.","LIMITED PARTNER",08/2019,"D","Y","N",
