"FilingID","Miscellaneous"
1944956,"Hanabi Capital Fund I, LP (the ""Fund"") is subject to an audit beginning in fiscal year 2025.  The Fund is in the process of engaging an auditor."
1934508,"Statement Regarding the Inapplicability of the Custody Rule to Certain Funds Advised by the Filing Adviser  There are eighteen Funds listed herein in the response to Item 7.B.1 of Form ADV 1. Sixteen of the Funds listed (“the Non-US Funds”), other than the Sherbrooke AIF V.C.I.C. PLC Fund and MFO Private Investors, have no US investors and are organized outside of the United States. In addition, the filing adviser does not maintain a place of business in the United States.  Accordingly, while  all the Funds to which the filing adviser provides investment management services have been listed, we maintain that none of the Non-US Funds are subject to the requirements of the Custody Rule."
1955392,"THE APPLICANT IS AN INVESTMENT ADVISER WITH ITS PRINCIPAL OFFICE AND PLACE OF BUSINESS OUTSIDE OF THE UNITED STATES AND, FURTHER, HAS NO PLACE OF BUSINESS IN THE UNITED STATES AND ACCORDINGLY THE ADVISER DOES NOT MANAGE ANY ASSETS FROM THE UNITED STATES.  THE MINIMUM INVESTMENT AMOUNT STATED IN QUESTION 12 OF SECTION 7.B OF SCHEDULE D MAY BE WAIVED IN THE DISCRETION OF THE GENERAL PARTNER."
1960431,"KV Management, LLC is under common control with The Trinity Fund Management, LLC. Both managers manage private funds and have the same principal office and place of business."
1938489,"ITEM 7.B. AND SECTION 7.B. OF SCHEDULE D: THE AFFILIATED INVESTMENT ADVISERS LISTED IN SECTION 7.A. OF SCHEDULE D, WHICH ARE AFFILIATES OF THE COMPANY BY VIRTUE OF COMMON OWNERSHIP, ARE ALSO REGISTERED WITH THE SEC AS INVESTMENT ADVISERS. FOR INFORMATION ABOUT THESE ENTITIES AND THEIR ROLES AS GENERAL PARTNERS TO PARTNERSHIPS (OR OTHER SIMILAR POSITIONS IN COMPARABLE STRUCTURES), PLEASE SEE THEIR RESPECTIVE FORM ADVS. ADDITIONALLY, THE COMPANY'S REGISTERED AFFILIATES MAY HAVE OTHER AFFILIATES, WHICH ARE NOT REGISTERED WITH THE SEC, WHICH MAY SERVE AS GENERAL PARTNERS TO PARTNERSHIPS (OR OTHER SIMILAR POSITIONS IN COMPARABLE STRUCTURES [""LPS""]). FOR FURTHER INFORMATION ABOUT SUCH AFFILIATES, PLEASE CONTACT THE RESPECTIVE REGISTERED ENTITIES. FROM TIME TO TIME, CLIENTS OF THE COMPANY MAY BE SOLICITED TO INVEST IN SUCH LPS."
1938446,"Adviser is filing this July 2024 update following the change of Adviser’s fiscal year within IARD.  Adviser’s annual update was filed in March 2024, but due to Adviser’s changing of its fiscal year within IARD (which change occurred in May 2024), Adviser was notified that its annual update had not been filed.  Therefore, Adviser is filing this July 2024 update as an annual update.  The response to Schedule D - Section 2.B. is an estimated figure."
1957863,"The ""Yes"" responses to Items 6.B.(1) and 6.B.(3) reflect that the Firm also serves and provides services as the managing member of its private fund client IRC Palmer QOZ LLC."
1936191,"Section 7.A. of Schedule D. FOR THOSE RELATED PERSONS IDENTIFIED AS RELYING ON THE FOREIGN PRIVATE ADVISER EXEMPTION IN RESPONSE TO SECTION 7.A. QUESTION 9.(B) OF THIS SCHEDULE D, IN NO EVENT CAN THE REGISTRANT'S DISCLOSURE OF THE RELATED PERSONS AS RELYING ON THE FOREIGN PRIVATE ADVISER EXEMPTION BE TAKEN AS AGREEMENT BY THE RELATED PERSONS THAT THEY CONCEDE TO THE JURISDICTION OF THE SECURITIES AND EXCHANGE COMMISSION, ANY OTHER U.S. GOVERNMENTAL OR REGULATORY AUTHORITY, OR ANY COURT WITHIN THE U.S. THE RELATED PERSONS RESERVE THEIR RIGHT TO CONTEST ANY CLAIM OF JURISDICTION BY THE SECURITIES AND EXCHANGE COMMISSION OR ANY OTHER U.S. GOVERNING BODY.  Section 7.A. of Schedule D. Orbis Asset Management Limited has disclosed its SEC 802 file number, and as a result the Form ADV requires that the registrant select that the related person is an ""other investment adviser."" Orbis Asset Management Limited has an SEC 802 file number because it previously was an ""exempt reporting adviser."" However, Orbis Asset Management Limited withdrew as an exempt reporting adviser, and is no longer an investment adviser. Orbis Asset Management Limited remains a general partner of certain Orbis Funds.  Item 10. The Allan and Gill Gray Foundation is a Guernsey-domiciled philanthropic foundation. As a Guernsey-domiciled foundation, the Allan and Gill Gray Foundation does not have any shareholders, and nor does the Foundation have any designated beneficiaries.   Question 23(a)(2) of Section 7.B.(1). For the private funds that are identified as not having their financial statements prepared in accordance to U.S. GAAP, the financial statements of those private funds have been instead prepared in accordance with International Financial Reporting Standards."
1939487,"WITH RESPECT TO SECTION 2B OF SCHEDULE D, THE AMOUNT OF PRIVATE FUND ASSETS MANAGED AT A PLACE OF BUSINESS IN THE UNITED STATES IS $0. WITH RESPECT TO SECTION 7.B.(1) OF SCHEDULE D, THE AMOUNTS DISCLOSED UNDER ITEMS 11 AND 12 ARE EURO (AND NOT DOLLAR) DENOMINATED; AND THE AMOUNTS DISCLOSED UNDER ITEMS 14, 15 AND 16 ARE ROUNDED TO THE NEAREST WHOLE NUMBER."
1945150,"The special purpose vehicles (“SPVs”) that serve as general partners and/or sponsors to the pooled investment vehicles listed in Section 7.B.1 are themselves identified in Section 7.A. as “other investment advisers” in a manner consistent with the treatment of similarly situated SPVs of registered investment advisers as articulated in the no-action letter to the Business Law Section of the American Bar Association (Jan. 18, 2012).  Accordingly, such SPVs look to and rely on the Adviser’s filing with the SEC and do not submit separate Form ADVs.  All regulatory assets under management reported herein are good faith estimates as of 12/31/2024, unaudited, and are subject to change upon audit."
1951898,"Dakota Pacific Global Macro, LLC serves as manager to Dakota Pacific Global Macro Fund LLC, Dakota Pacific II GP LLC serves as General Partner of Dakota Pacific II LP, Dakota Pacific I GP LLC serves as General Partner of Dakota Pacific I LP, and JR Miller Capital VII LLC serves as General Partner of Dakota Pacific Artemia LP, and each a special purpose vehicle in reliance on the American Bar Association No Action Letter dated January 18, 2012.  Schedule D, Section 7.B.(1), as a fund of funds, Dakota Pacific Global Macro Fund LLC, invests 10 percent or more of its total assets in other pooled investment vehicles and the most current valuations produced by certain of the other pooled investment vehicles is as of 11/30/24 at the time this filing is made.  All other private funds are reported as of 12/31/24."
1945018,"1. THE ASSETS OF THE PRIVATE FUND UNDER ADVICE ARE NOT MANAGED IN US;   2. THE FILING ADVISER REQUESTS THAT THIS FILING BECOME EFFECTIVE ON MARCH 20, 2017.   3. IN RESPECT OF INFORMATION ABOUT RELATED PERSON, THIS FORM IS FILLED IN ON A BEST KNOWLEDGE AND ENDEAVOUR BASIS. INFORMATION OF CERTAIN RELATED PERSONS ("" THE SAID RELATED PERSONS"") MAY NOT BE INCLUDED BECAUSE OF VOLUMINOUS NUMBER OF ENTITIES THAT ARE CAPTURED AS RELATED PERSONS AND IN CONSIDERATION OF THE REMOTENESS OF RELATIONSHIP, LACK OF BUSINESS DEALINGS, REFERRALS OF CLIENTS OR BUSINESS OR OTHER CONTACTS BETWEEN THE FILING ENTITY AND/OR THE FACT THAT THE SAID RELATED PERSONS DO NOT EMPOWER THE FILING ENTITY TO HAVE ACCESS OR AUTHORITY TO GAIN ACCESS TO THE REQUIRED INFORMATION.  WE HAVE NO REASON TO BELIEVE THE RELATIONSHIP OF THE FILING ENTITY WITH THE SAID RELATED PERSONS CREATES A CONFLICT OF INTEREST WITH THE CLIENTS OF THE FILING ENTITY."
1957347,"ITEM 7B(1)(A)(11): CURRENT GROSS ASSET VALUE OF TOTAL ASSETS REPRESENTS INVESTMENT CAPITAL AS OF DECEMBER 31, 2024.  ITEM 7B(1)(12): MINIMUM INVESTMENT COMMITMENTS MAY BE WAIVED UNDER CERTAIN CIRCUMSTANCES."
1949822,"ITEM 9: THE REGISTRANT HAS PROVIDED ALL ASSETS, INCLUDING THE AMOUNT OF CLIENT FUNDS AND SECURITIES, AND THE TOTAL NUMBER OF CLIENTS FOR WHICH THE REGISTRANT AND ITS RELATED PERSONS HAVE CUSTODY. ITEM A AND ITEM B OF ITEM 9 REFLECT THE SAME FUNDS AND THE SAME ASSETS TO WHICH THE REGISTRANT AND ONE OR MORE OF ITS RELATED PERSONS ARE DEEMED TO HAVE CUSTODY. SCHEDULE B: THE REGISTRANT (I) HAS NO OTHER INDIRECT OWNERS OTHER THAN POUYA TAAGHOL AND NEW ENTERPRISE ASSOCIATES 17, L.P., AND (II) NEW ENTERPRISE ASSOCIATES 17, L.P., WHICH IS A SHAREHOLDER OF BIG DATA FEDERATION, INC., DOES NOT HAVE ANY OWNERS WITH OVER 25% OWNERSHIP."
1942395,"Sancta Capital Advisors Ltd's principal office and place of business is in Dubai. Sancta Capital Advisors Ltd does not currently have any US office or place of business."
1952432,"The Private Funds' annual financial statements are audited on an income tax basis (rather than on a GAAP basis) in accordance with the Private Funds' limited partnership agreement."
