"FilingID","Other Name","BD","RR","Pool","FCM","Real Estate","Insurance","Bank","Trust","Municipal","Swap Dealer","Swap Participant","Accountant","Lawyer","Other","Other Description"
2008158,"ABOVE THE MADDENING CROWD BY PAUL WINKLER","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BOOK AUTHORED BY PAUL WINKLER"
2008158,"CONFIDENT INVESTING-- WHY BLIND TRUST IS A POOR STRATEGY","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BOOK AUTHORED BY PAUL WINKLER"
2008158,"CONFIDENT FINANCIAL PLANNING","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BOOK AUTHORED BY PAUL WINKLER"
2012968,"FOURSTAR INSURANCE SERVICES, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2011412,"APPLESEED CAPITAL","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
2009984,"INSURANCE AGENT","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2007614,"FAIRWAY INSURANCE SERVICES, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2005087,"WILLIAM T. LEAVITT","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2008278,"PAX FINANCIAL GROUP INSURANCE SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2011803,"CATALYST FINANCIAL GROUP LLC","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
2004052,"COHEN & STEERS","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1995418,"LIFECOURSE TAX SERVICE.","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","TAX PREPARATION SERVICES"
2011420,"FORTRESS INSURANCE BROKERAGE, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2011420,"FORTRESS CONSULTING, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","SEPARATE ENTITY WHICH PROVIDES BUSINESS CONSULTING SERVICES FROM TIME TO TIME."
2011426,"FORTRESS INSURANCE BROKERAGE, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2011426,"FORTRESS CONSULTING, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","SEPARATE ENTITY WHICH PROVIDES BUSINESS CONSULTING SERVICES FROM TIME TO TIME."
2012439,"FEARLESS FINANCE","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","FINANCIAL PLANNING ""APP"""
2010916,"LEGATO CPAS AND ADVISORS, PLLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
2010916,"LEGATO INSURANCE GROUP, INC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2010998,"TRAJAN WEALTH INSURANCE SOLUTIONS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2011035,"SIMONDAVIS BROKERAGE SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2011035,"ROBERT SCHECHTER & ASSOCIATES, INC. DBA SCHECHTER WEALTH SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2009028,"SATIS TRUSTEES LTD","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",""
2010075,"GVA INSURANCE BROKERS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2007023,"PAX FINANCIAL GROUP INSURANCE SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2007210,"GVA INSURANCE BROKERS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2011049,"HOLISTIC FINANCE","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2013471,"FSG INSURANCE AGENCY","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2010026,"GREENBANK INVESTMENTS","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","INVESTMENT ADVISER"
2012699,"FULCRUM GROUP","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2010493,"CETERA ADVISOR NETWORKS LLC","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
2009721,"SIMONDAVIS BROKERAGE SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2009721,"ROBERT SCHECHTER & ASSOCIATES, INC. DBA SCHECHTER WEALTH SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2009285,"FORTRESS INSURANCE BROKERAGE, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2009285,"FORTRESS CONSULTING, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","SEPARATE ENTITY WHICH PROVIDES BUSINESS CONSULTING SERVICES FROM TIME TO TIME."
2005614,"BOULAY INSURANCE SOLUTIONS, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2012813,"WELLS FARGO ADVISORS","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","INSURANCE PRODUCT SALES"
2013487,"FORTRESS INSURANCE BROKERAGE, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2013487,"FORTRESS CONSULTING, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","SEPARATE ENTITY WHICH PROVIDES BUSINESS CONSULTING SERVICES FROM TIME TO TIME."
2004155,"LEIGH BALDWIN & COMPANY","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
2004155,"CYNTHIA DICCIANNI","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2007267,"COHEN & STEERS","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
2008737,"HOLISTIC FINANCE","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2009565,"GVA INSURANCE BROKERS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2009607,"FIELDSTONE REALTY PARTNERS LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","REAL ESTATE PARTNERSHIP"
2009607,"FIELDSTONE ASSOCIATES INC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","REAL ESTATE PARTNERSHIP"
2009607,"FIELDSTONE ASSOCIATES II LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","REAL ESTATE PARTNERSHIP"
1998710,"THIRD VIEW RISK, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2010846,"SIMONDAVIS BROKERAGE SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2010846,"ROBERT SCHECHTER & ASSOCIATES, INC. DBA SCHECHTER WEALTH SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2010782,"RICHARDSON & COMPANY","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
2010782,"JR INSURANCE BROKERAGE","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2008713,"PRIVATE CIRCLE, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","ESTATE AND ADVANCED PLANNING BLUEPRINTS, TRUST & LLC MGMT."
2008641,"BOYCE & ASSOCIATES BUSINESS VALUATIONS","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BUSINESS VALUATIONS"
2008952,"ALLOCATE MASTER GP I, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
2010496,"CETERA ADVISOR NETWORKS LLC","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
2011516,"GVA INSURANCE BROKERS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2011621,"SAMCO CAPITAL MARKETS","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
2013166,"CRESTLINE RE SPC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2013166,"CL LIFE AND ANNUITY INSURANCE COMPANY","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2011537,"FAIRWAY INSURANCE SERVICES, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2013488,"FORTRESS INSURANCE BROKERAGE, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2013488,"FORTRESS CONSULTING, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","SEPARATE ENTITY WHICH PROVIDES BUSINESS CONSULTING SERVICES FROM TIME TO TIME."
2000090,"BENCHMARK FINANCIAL INSURANCE ADVISORS LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2000090,"BENCHMARK FINANCIAL BENEFITS & RISK SERVICES LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2011493,"RFG SOLUTIONS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2011830,"KERR INSURANCE BROKERS, INC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2005010,"PRIVATE CIRCLE, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","ESTATE AND ADVANCED PLANNING BLUEPRINTS, TRUST & LLC MGMT."
2009249,"ADVANCED CAPITAL GROUP BENEFITS AND RISK CONSULTING","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2008509,"FINWELL CONNECT","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","A FINANCIAL WELLNESS PROGRAM"
2005664,"NEWDAY FINANCIAL TECHNOLOGIES, INC.","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","ESG RESEARCH"
2007765,"SATIS TRUSTEES LTD","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",""
2010709,"CRAFT ASSET MANAGEMENT INSURANCE AGENCY","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2012234,"DAVENPORT FINANCIAL ADVISORS","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","CORPORATE FINANCE"
2007570,"SIMONDAVIS BROKERAGE SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2007570,"ROBERT SCHECHTER & ASSOCIATES, INC. DBA SCHECHTER WEALTH SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2012181,"ARGENTARII LEGACY PLANNING SERVICES, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","CONSULTING FOR LEGACY PLANNING"
2008075,"LIGHTCAP INSURANCE SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2008511,"RVW INSURANCE SOLUTIONS, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2010660,"HOLISTIC FINANCE","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
2008676,"STABLEFORD TAX LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
2006305,"R.J. CLOUD, PLLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
2006305,"MGC LAW FIRM PLLC","N","N","N","N","N","N","N","N","N","N","N","N","Y","N",""
2007623,"NELSON TAX & ACCOUNTING","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
2011284,"APPLESEED CAPITAL","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
2011344,"APPLESEED CAPITAL","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
