"FilingID","ReferenceID","SubreferenceID","Private Fund Name","Fund ID","State","Country","3(c)(1) Exclusion","3(c)(7) Exclusion"
1982709,480347,151856,"F&S I BLOCKER, LP",805-2294097044,"Delaware","United States","N","Y"
1982709,480347,151858,"F&S I FEEDER, LP",805-1725671610,"","Cayman Islands","N","Y"
1982709,480347,151857,"F&S I BLOCKER MEMBER LLC",805-1195360196,"Delaware","United States","N","Y"
1981299,454429,150975,"IBEX ISRAEL SECONDARY (OFFSHORE) LP",805-9120476942,"","British Virgin Islands","N","Y"
1981299,371440,145212,"IBEX ISRAEL VC II (OFFSHORE) LP",805-6450430798,"","Cayman Islands","N","Y"
1981299,162185,126709,"IBEX ISRAEL FUND (OFFSHORE) LTD.",805-8466409916,"","Cayman Islands","N","Y"
1981299,162185,126710,"IBEX ISRAEL FUND 1 LLLP",805-3136487280,"Delaware","United States","Y","N"
1981299,253772,134295,"IBEX ISRAEL VC (OFFSHORE) LP",805-3167504527,"","Cayman Islands","N","Y"
1981299,193242,137853,"IBEX MOBILITY REVOLUTION FUND (OFFSHORE) LTD.",805-2426565454,"","Cayman Islands","N","Y"
1981299,285402,137854,"IBEX MOBILITY REVOLUTION VC (OFFSHORE) LP",805-5446996941,"","Cayman Islands","N","Y"
1975604,210850,125555,"OASIS JAPAN STRATEGIC FUND OFFSHORE FEEDER LTD.",805-2044149368,"","Cayman Islands","N","Y"
1975604,210850,125554,"OASIS JAPAN STRATEGIC FUND US FEEDER LTD.",805-6676034628,"","Cayman Islands","N","Y"
1975604,64556,13153,"OASIS INVESTMENTS II US FEEDER LTD.",805-2980277813,"","Cayman Islands","N","Y"
1975604,64556,13117,"OASIS INVESTMENTS II OFFSHORE FEEDER LTD.",805-3246418209,"","Cayman Islands","N","Y"
1975604,423990,147476,"OASIS JAPAN STRATEGIC FUND Y US FEEDER LTD.",805-7713997607,"","Cayman Islands","N","Y"
1975604,423990,147475,"OASIS JAPAN STRATEGIC FUND Y OFFSHORE FEEDER LTD.",805-6153071710,"","Cayman Islands","N","Y"
1975798,58911,11888,"KHROM INVESTMENTS OFFSHORE FUND, LTD",805-6575942449,"","Cayman Islands","Y","N"
1975893,58911,11888,"KHROM INVESTMENTS OFFSHORE FUND, LTD",805-6575942449,"","Cayman Islands","Y","N"
1973620,255100,134394,"PANDION FUND I FEEDER, L.P.",805-3230392558,"","Cayman Islands","N","Y"
1975442,6613,1896,"NEW VERNON INDIA (CAYMAN) FUND LP",805-2357894247,"","Cayman Islands","N","Y"
1975442,6613,1898,"NEW VERNON HOLDINGS LP",805-9814195636,"","Cayman Islands","N","Y"
1975442,52353,10123,"NEW VERNON INDIA DI FUND LP",805-6496539941,"Delaware","United States","N","Y"
1975442,6613,1897,"NEW VERNON INDIA (CAYMAN) FUND II LP",805-3677979359,"","Cayman Islands","N","Y"
1975442,52353,10124,"NEW VERNON INDIA DI (CAYMAN) FUND LP",805-1394382996,"","Cayman Islands","N","Y"
1975442,52353,10127,"NV HOLDINGS DI LP",805-1571497807,"","Cayman Islands","N","Y"
1975442,6613,1894,"NEW VERNON INDIA FUND LP",805-2790599296,"Delaware","United States","N","Y"
1976001,276897,145706,"PERSIMMON ABSOLUTE RETURN FUND, A SERIES OF PERSIMMON RESEARCH PARTNERS, LP",805-9612965947,"Delaware","United States","Y","N"
1976046,205793,124242,"BLUE SWELL JAPAN MARKET NEUTRAL FUND",805-6703898063,"","Cayman Islands","N","Y"
1976544,426577,148128,"ARINI CREDIT US FUND LP",805-7450246733,"","Cayman Islands","N","Y"
1976544,426581,148131,"ARINI STRUCTURED CREDIT EQUITY FUND LIMITED",805-6443629828,"","Cayman Islands","N","Y"
1976544,426577,148127,"ARINI CREDIT INTERNATIONAL FUND LIMITED",805-4775919338,"","Cayman Islands","N","Y"
1976544,426575,148126,"ARINI CO-INVESTMENT II SERIES LIMITED",805-7269920066,"","Cayman Islands","N","Y"
1976544,432661,149635,"ARINI CREDIT OPPORTUNITIES FEEDER FUND I SCA SICAV RAIF",805-7366366221,"","Luxembourg","N","Y"
1975279,374418,145581,"HIDDEN LAKE JAPAN OFFSHORE FUND LTD",805-2644458638,"","Cayman Islands","Y","N"
1975279,209562,125301,"HIDDEN LAKE OFFSHORE FUND LTD",805-9502853240,"","Cayman Islands","Y","N"
1975279,209562,125302,"HIDDEN LAKE ONSHORE FUND LP",805-4706996312,"Delaware","United States","Y","N"
1975279,374418,145582,"HIDDEN LAKE JAPAN ONSHORE FUND LP",805-5370732985,"Delaware","United States","Y","N"
1975721,365263,144432,"ABR DYNAMIC MULTI-ASSET OFFSHORE FUND LP",805-4406852242,"","Cayman Islands","N","Y"
1975721,458740,151071,"ABR DYNAMIC MULTI-ASSET OFFSHORE FUND LP",805-4406852242,"","Cayman Islands","N","Y"
1976358,280362,139802,"LIBREMAX STRUCTURED OPPORTUNITIES OFFSHORE PARTNERS I, LP",805-7706944858,"","Cayman Islands","N","Y"
1976358,370117,145095,"LIBREMAX STRUCTURED INCOME PARTNERS III, LP",805-3787427433,"Delaware","United States","N","Y"
1976358,370112,145091,"LIBREMAX STRUCTURED INCOME OFFSHORE PARTNERS III, LP",805-5761393549,"","Cayman Islands","N","Y"
1976358,370112,145092,"LIBREMAX STRUCTURED INCOME PARTNERS III, LP",805-3787427433,"Delaware","United States","N","Y"
1976358,317031,142334,"LIBREMAX STRUCTURED OPPORTUNITIES PARTNERS II, LP",805-5407581710,"Delaware","United States","N","Y"
1976358,317031,142333,"LIBREMAX STRUCTURED OPPORTUNITIES OFFSHORE PARTNERS II, LP",805-7276111463,"","Cayman Islands","N","Y"
1976358,317029,142331,"LIBREMAX STRUCTURED OPPORTUNITIES OFFSHORE PARTNERS II, LP",805-5114982978,"","Cayman Islands","N","Y"
1976358,317029,142330,"LIBREMAX STRUCTURED OPPORTUNITIES PARTNERS II, LP",805-2207880757,"Delaware","United States","N","Y"
1976358,280308,139799,"LIBREMAX STRUCTURED OPPORTUNITIES PARTNERS I, LP",805-4737588357,"Delaware","United States","N","Y"
1976358,280308,139801,"LIBREMAX STRUCTURED OPPORTUNITIES OFFSHORE PARTNERS I, LP",805-7706944858,"","Cayman Islands","N","Y"
1976358,370117,145096,"LIBREMAX STRUCTURED INCOME OFFSHORE PARTNERS III, LP",805-5761393549,"","Cayman Islands","N","Y"
1976358,280362,139803,"LIBREMAX STRUCTURED OPPORTUNITIES PARTNERS I, LP",805-4737588357,"Delaware","United States","N","Y"
1976935,318241,146275,"CONCENTRIC CAPITAL PARTNERS OFFSHORE, LTD.",805-4988959551,"","Cayman Islands","N","Y"
1976935,318241,146274,"CONCENTRIC CAPITAL STRATEGIES FUND, LP",805-1869182686,"Delaware","United States","N","Y"
1977564,480376,151980,"LUBERT-ADLER PRIVATE CREDIT FEEDER FUND, L.P.",805-8015097048,"Delaware","United States","N","Y"
1977564,2853,140066,"LUBERT-ADLER REAL ESTATE FUND VI -NC, L.P.",805-9069424692,"Delaware","United States","N","Y"
1977564,2854,139866,"LUBERT-ADLER REAL ESTATE FUND VI-A (NC), L.P.",805-4183800047,"Delaware","United States","N","Y"
1981173,280462,137165,"SATURN V CAPITAL OFFSHORE LTD",805-1416806820,"","Cayman Islands","N","Y"
1981200,476802,151363,"LIGHTYEAR AMP CV HOLDING, L.P.",805-8644578975,"Delaware","United States","N","Y"
1981200,234438,131222,"LIGHTYEAR FEEDER FUND V, L.P.",805-3199630914,"Delaware","United States","N","Y"
1981454,184496,145816,"GDIF US HEDGED FEEDER FUND LP",805-2161637486,"","Cayman Islands","N","Y"
1982805,38548,7175,"ARBITER PARTNERS LP",805-3019173530,"Delaware","United States","Y","N"
1982454,420867,147002,"SONE CAPITAL OFFSHORE, LP",805-1784276385,"","Cayman Islands","N","Y"
1982454,420867,147003,"SONE CAPITAL, LP",805-1759877123,"Delaware","United States","N","Y"
1982454,431043,149303,"ECHO STREET CAPITAL SPV 4, LLC",805-4209684866,"Delaware","United States","N","Y"
1982920,239302,131919,"HONTE LH MACRO ONSHORE FUND, LP",805-5218290128,"Delaware","United States","N","Y"
1982920,239302,131920,"HONTE LH MACRO OFFSHORE FUND, LTD",805-1544555073,"","Cayman Islands","N","Y"
1982509,479125,151690,"FELICITAS SECONDARY FUND III OFFSHORE, LP",805-8866733371,"","British Virgin Islands","N","Y"
1982509,320586,145697,"FELICITAS DINER OFFSHORE, LP",805-5548943582,"Delaware","United States","N","Y"
1982509,237647,132306,"FELICITAS SECONDARY FUND II OFFSHORE, LP",805-5226330421,"","British Virgin Islands","N","Y"
1982509,219761,131900,"FELICITAS OPPORTUNITIES FUND, LP",805-8192081275,"Delaware","United States","Y","N"
1978593,185989,130646,"STARWOOD OPPORTUNITY FUND XI INVESTOR KA, L.P.",805-3901103275,"","Canada","Y","Y"
1978593,185989,120194,"STARWOOD OPPORTUNITY FUND XI INVESTOR U.S. PRIVATE, L.P.",805-6953387390,"Delaware","United States","Y","Y"
1978593,478232,151617,"SOF-XIII VIP TE, L.P.",805-3724722619,"Delaware","United States","N","Y"
1978593,478232,151612,"SOF-XIII FEEDER I, L.P.",805-5941408582,"Delaware","United States","N","Y"
1978593,478103,151586,"SOF-XIII VIP ONSHORE, L.P.",805-5070022950,"Delaware","United States","N","Y"
1978593,276961,140189,"SOF-12 AIV FEEDER 1 LP",805-2109050590,"","Guernsey","N","Y"
1978593,478232,151618,"SOF-XIII VIP OFFSHORE, L.P.",805-9796521038,"","Canada","N","Y"
1978593,478226,151607,"SOF-XIII INTERNATIONAL BLOCKER, L.P.",805-1765409136,"","Canada","N","Y"
1978593,478011,151570,"SGREDS FEEDER I, L.P.",805-9059474959,"","Guernsey","N","Y"
1978593,201965,151946,"STARWOOD OPPORTUNITY FUND XI INVESTOR KS, L.P.",805-2743638953,"","Canada","Y","Y"
