"FilingID","Other Name","BD","RR","Pool","FCM","Real Estate","Insurance","Bank","Trust","Municipal","Swap Dealer","Swap Participant","Accountant","Lawyer","Other","Other Description"
1932656,"CABOT LODGE SECURITIES LLC / TIM BRADLEY AGENCY","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
1928240,"GVA INSURANCE BROKERS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1928248,"CRAFT ASSET MANAGEMENT INSURANCE AGENCY","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1922894,"AMERIPRISE LLC (PSALM 92 LLC)","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
1924273,"INTEGRATED WEALTH MANAGMENT, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1924273,"ZEUSS LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","REGISTERED AGENT SERVICES"
1924273,"WISER WEALTH LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","EDUCATIONAL COURSES AND SERVICES"
1924273,"ASPIRE TAX AND ACCOUNTING","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1925309,"ASPIRE TAX AND ACCOUNTING","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1925309,"INTEGRATED WEALTH MANAGMENT, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1925309,"ZEUSS LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","REGISTERED AGENT SERVICES"
1925309,"WISER WEALTH LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","EDUCATIONAL COURSES AND SERVICES"
1921936,"KAFL INSURANCE RESOURCES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1922607,"D.B. MCKENNA & CO., INC.","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
1922657,"SIMONDAVIS BROKERAGE SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1922657,"C-HALL","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1932852,"MIDLAND FINANCIAL","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
1932470,"ATOMI LIFE AND INSURANCE BENEFITS SERVICES","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1932852,"BANKS AND BROWN FINANCIAL ADVISORS","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
1932852,"KESSLER FINANCIAL","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
1932852,"SOUTH TEXAS WEALTH","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
1932852,"TURNER FINANCIAL","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
1932852,"WARD FINANCIAL","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N",""
1923153,"INSURANCE SERVICES BY ACCELERATE","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1923294,"WORLD INVESTMENTS, INC.","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
1927009,"ST. LOUIS FINANCIAL PLANNERS, INC.","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","FINANCIAL PLANNER"
1933059,"SPC INSURANCE, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1928902,"ELLIOTT COVE INSURANCE AGENCY","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1932015,"FSG INSURANCE AGENCY","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1923986,"FWPEI VI GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1933373,"FULCRUM GROUP","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1933409,"NORTHWEST INSURANCE ALLIANCE","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1923986,"FORT WASHINGTON CAPITAL PARTNERS LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1923986,"FORT WASHINGTON FIXED INCOME LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1923986,"FWPEI V GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
