"FilingID","SchA-3","Schedule","Full Legal Name","DE/FE/I","Entity in Which","Title or Status","Status Acquired","Ownership Code","Control Person","PR","OwnerID"
1925159,"Y","A","WINN, CHRISTOPHER, EDWARD","I","","CHIEF COMPLIANCE OFFICER",01/2025,"NA","Y","N",4639347
1925159,"Y","A","RIA VENTURES, LLC","DE","","MANAGING MEMBER",01/2025,"E","Y","N",
1925159,"","B","WINN, CHRISTOPHER, EDWARD","I","RIA VENTURES, LLC","MANAGING MEMBER",02/2016,"E","Y","N",4639347
1925159,"Y","A","DEKE, SCOTT, MARTIN","I","","PRINCIPAL",01/2025,"NA","Y","N",6387709
1925159,"Y","A","STAHL, WILLIAM, PRESTON","I","","PRINCIPAL",01/2025,"NA","Y","N",5091892
1925159,"Y","A","THORNBURG, CHRISTIAN, SEAN","I","","PRINCIPAL",01/2025,"NA","Y","N",4035216
1925014,"N","A","Vasquez, Tyler","I","","MANAGING MEMBER, CO-FOUNDER, AND CHIEF COMPLIANCE OFFICER",10/2024,"C","Y","N",7260149
1925014,"N","A","VASQUEZ, BECKY, R.","I","","MANAGING MEMBER AND CO-FOUNDER",10/2024,"D","Y","N",2554231
1924761,"Y","A","EFTHEMIS, NICHOLAS, JOHN","I","","CHIEF COMPLIANCE OFFICER",02/2015,"NA","Y","N",2821400
1924761,"Y","A","NICHOLAS EFTHEMIS INC","DE","","MEMBER",01/2023,"D","Y","N",
1924761,"Y","A","CHARLES HANNY ADVISORY, LLC","DE","","MEMBER",01/2023,"D","Y","N",
1924761,"","B","EFTHEMIS, NICHOLAS, JOHN","I","NICHOLAS EFTHEMIS INC","MEMBER",01/2023,"E","Y","N",2821400
1924761,"","B","HANNY, CHARLES, EDGAR","I","CHARLES HANNY ADVISORY, LLC","MEMBER",01/2023,"E","Y","N",2982732
1925141,"N","A","MATIENZO LAFFOURCADE, JUAN, FRANCISCO","I","","CHIEF COMPLIANCE OFFICER AND SOLE PROPRIETOR",01/2010,"E","Y","N",7295189
1922298,"Y","A","SUMMIT MASTER COMPANY, LLC","DE","","GENERAL PARTNER",08/1999,"NA","Y","N",
1922298,"Y","A","CHUNG, PETER, Y","I","","CHIEF EXECUTIVE OFFICER AND LIMITED PARTNER",08/1999,"A","Y","N",4950552
1922298,"","B","CHUNG, PETER, Y","I","SUMMIT MASTER COMPANY, LLC","BOARD MEMBER",11/2011,"F","Y","N",4950552
1922298,"Y","A","COLLINS, SCOTT, CHARLES","I","","CHIEF OPERATING OFFICER AND LIMITED PARTNER",08/1999,"A","Y","N",5502675
1922298,"","B","COLLINS, SCOTT, CHARLES","I","SUMMIT MASTER COMPANY, LLC","BOARD MEMBER",09/2015,"F","Y","N",5502675
1922298,"","B","CARROLL, JOHN, ROBERT","I","SUMMIT MASTER COMPANY, LLC","BOARD MEMBER",08/2017,"F","Y","N",6852829
1922298,"","B","FRANCES, CRAIG, DAVID","I","SUMMIT MASTER COMPANY, LLC","BOARD MEMBER",08/2017,"F","Y","N",6852834
1922298,"","B","MANNION, MARTIN, JOSEPH","I","SUMMIT MASTER COMPANY, LLC","BOARD MEMBER",02/2019,"F","Y","N",1299321
1922298,"","B","BLACK, DARREN, MICHAEL","I","SUMMIT MASTER COMPANY, LLC","BOARD MEMBER",02/2019,"F","Y","N",6179107
1922298,"Y","A","CARROLL, JOHN, ROBERT","I","","LIMITED PARTNER",08/2017,"A","N","N",6852829
1922298,"Y","A","FRANCES, CRAIG, DAVID","I","","LIMITED PARTNER",08/2017,"A","N","N",6852834
1922298,"Y","A","WHITE, ERIN, HELEN","I","","CHIEF COMPLIANCE OFFICER",07/2019,"NA","Y","N",7152170
1922298,"Y","A","HENNESSEY, ADAM, HUGH","I","","CHIEF FINANCIAL OFFICER & LIMITED PARTNER",07/2018,"NA","Y","N",7225764
1922298,"Y","A","DEAN, CHRISTOPHER, JOHN","I","","LIMITED PARTNER",12/2022,"A","N","N",2644612
1922298,"Y","A","BLACK, DARREN, MICHAEL","I","","LIMITED PARTNER",12/2021,"A","N","N",6179107
1922298,"","B","DEAN, CHRISTOPHER, JOHN","I","SUMMIT MASTER COMPANY, LLC","BOARD MEMBER",11/2024,"F","Y","N",2644612
1923731,"N","A","MORRIS, JOHN, GERD","I","","MANAGING DIRECTOR",10/2002,"A","N","N",5904987
1923731,"N","A","STENTO, GREGORY, VINCENT","I","","MANAGING DIRECTOR",10/2002,"A","Y","N",1855447
1923731,"N","A","TOOMEY, JOHN, MICHAEL","I","","MANAGING DIRECTOR",09/2008,"A","Y","N",2657684
1923731,"N","A","TRAER, MARY, CHRISTINE","I","","MANAGING DIRECTOR & CHIEF ADMINISTRATIVE OFFICER",10/2009,"NA","N","N",2035717
1923731,"N","A","THAKORE, HEMAL, (NMN)","I","","MANAGING DIRECTOR",01/2015,"NA","Y","N",6466982
1923731,"N","A","MACKECHNIE, TRICIA, MARY","I","","MANAGING DIRECTOR & CHIEF TECHNOLOGY OFFICER",11/2016,"NA","N","N",4590284
1923731,"N","A","DRAKE, PAULA, NICOLE","I","","MANAGING DIRECTOR & GENERAL COUNSEL",04/2017,"NA","N","N",4361073
1923731,"N","A","GORDON, BRETT, ALAN","I","","MANAGING DIRECTOR",10/2008,"A","Y","N",2727524
1923731,"N","A","ROGERS, ALEX, ARTHUR","I","","MANAGING DIRECTOR",10/2008,"A","Y","N",5905901
1923731,"N","A","ATTERBURY, DAVID, ASHLEY","I","","MANAGING DIRECTOR",01/2012,"NA","Y","N",6920465
1923731,"N","A","KEAY, JEFFREY, RICHARD","I","","MANAGING DIRECTOR",04/2011,"NA","Y","N",7345138
1923731,"N","A","DU ROY DE BLICQUY, CORENTIN","I","","MANAGING DIRECTOR",11/2014,"NA","Y","N",7238897
1923731,"N","A","WADSWORTH, ROBERT, MANNING","I","","SENIOR ADVISOR",01/2019,"NA","Y","N",4363435
1923731,"N","A","MACGOEY, ROBERT, AIDAN","I","","CHIEF FINANCIAL OFFICER - MANAGEMENT COMPANY",07/2020,"NA","N","N",5721195
1923731,"N","A","HARRIS, MITCHELL, EVAN","I","","SENIOR ADVISOR",09/2021,"NA","Y","N",4359464
1923731,"N","A","FREEDMAN, ADAM, JAMES","I","","MANAGING DIRECTOR & CHIEF COMPLIANCE OFFICER",09/2022,"NA","N","N",4959250
1925262,"Y","A","HERGAN, JOSHUA, NEIL","I","","GENERAL COUNSEL",08/2020,"NA","N","N",4572643
1925262,"Y","A","BOGGS, ALLEN, WARREN","I","","HEAD OF PRODUCT & SUPERVISION",08/2020,"NA","Y","N",4751363
1925262,"Y","A","GUARDIAN INVESTOR SERVICES LLC","DE","","OWNER",05/2020,"E","Y","N",
1925262,"","B","THE GUARDIAN LIFE INSURANCE COMPANY OF AMERICA","DE","GUARDIAN INVESTOR SERVICES LLC","OWNER",12/2001,"E","Y","N",
1925262,"Y","A","LESINA, LEYLA, ADA","I","","ELECTED MEMBER",05/2020,"NA","Y","N",3004323
1925262,"Y","A","FERIK, MICHAEL, NICHOLAS","I","","ELECTED MEMBER",05/2020,"NA","N","N",4994941
1925262,"Y","A","CASWELL, MARIANNE, GRACE","I","","PRESIDENT AND ELECTED MEMBER",01/2021,"NA","Y","N",6424651
1925262,"Y","A","Coco, Robert, C","I","","CHIEF FINANCIAL OFFICER",05/2021,"NA","Y","N",7569648
1925262,"Y","A","RYNIKER, MICHAEL, JOHN","I","","HEAD OF OPERATIONS",12/2022,"NA","Y","N",2474604
