"FilingID","ReferenceID","Private Fund Name","Fund ID"
1987687,376130,"MOUNT KELLETT CAPITAL PARTNERS EMPLOYEE FUND (CAYMAN), L.P.",805-1777255304
1987687,376140,"MOUNT KELLETT CAPITAL PARTNERS EMPLOYEE FUND (CAYMAN) II, L.P.",805-8644719872
1987687,209022,"FORTRESS JAPAN OPPORTUNITY FUND IV (YEN C) L.P.",805-6395314471
1987687,376151,"MOUNT KELLETT CAPITAL PARTNERS (CAYMAN) II, L.P.",805-9249405998
1987687,29717,"FORTRESS JAPAN OPPORTUNITY DOMESTIC FUND (C-I) L.P.",805-4541967251
1987687,68364,"FORTRESS JAPAN OPPORTUNITY FUND III (YEN B) L.P.",805-9931289974
1987687,370469,"FORTRESS LENDING FUND IV (C) L.P.",805-9207232849
1987687,376154,"MOUNT KELLETT CAPITAL PARTNERS III LP",805-3218762264
1987687,68352,"FORTRESS JAPAN OPPORTUNITY FUND III (DOLLAR C) L.P.",805-2016476153
1987687,209018,"FORTRESS JAPAN OPPORTUNITY FUND IV (YEN A) L.P.",805-4256439977
1987687,184418,"WORDEN FUND LP",805-4875727042
1987687,34989,"FORTRESS JAPAN OPPORTUNITY FUND II (DOLLAR B) L.P.",805-5178992837
1987687,53481,"FORTRESS JAPAN OPPORTUNITY FUND II (YEN D) L.P.",805-9839985914
1987687,228906,"FORTRESS EUROPEAN NPL OPPORTUNITIES FUND II L.P.",805-7695652135
1987687,288443,"DC VALUE RECOVERY FUND III FEEDER A, L.P.",805-3359407459
1987687,29746,"FORTRESS JAPAN OPPORTUNITY DOMESTIC FUND (D) L.P.",805-2035811948
1987687,288440,"DC VALUE RECOVERY FUND II FEEDER K, L.P.",805-7439600893
1987687,209014,"FORTRESS JAPAN OPPORTUNITY FUND IV (DOLLAR B) L.P.",805-7492657697
1987687,68349,"FORTRESS JAPAN OPPORTUNITY FUND III (DOLLAR A) L.P.",805-2791562781
1987687,364109,"FORTRESS JAPAN OPPORTUNITY FUND V (DOLLAR B) L.P.",805-1266870229
1987687,376152,"MOUNT KELLETT CAPITAL PARTNERS (CAYMAN) II, L.P.",805-9249405998
1987687,68357,"FORTRESS JAPAN OPPORTUNITY FUND III (YEN A) L.P.",805-1388537364
1987687,34512,"DRAWBRIDGE SPECIAL OPPORTUNITIES INTERMEDIATE FUND L.P.",805-5265061208
1987687,256907,"FORTRESS LENDING FUND I (B-I) LP",805-1677192393
1987687,190504,"FJOF3 RESIDENTIAL COINVESTMENT FUND (YEN) L.P.",805-7519926279
1987687,370469,"FORTRESS LENDING FUND IV (A) LP",805-2184470052
1987687,209020,"FORTRESS JAPAN OPPORTUNITY FUND IV (YEN B) L.P.",805-5745162250
1987687,370469,"FORTRESS LENDING FUND IV (B) L.P.",805-3904117801
1987687,282365,"FORTRESS LENDING FUND III (A) LP",805-5599547372
1987687,256907,"FORTRESS LENDING FUND I (C) L.P.",805-9398907265
1987687,35002,"FORTRESS JAPAN OPPORTUNITY FUND II (YEN B) L.P.",805-9472389876
1987687,288447,"DCVR V LUX, SCSP",805-4623756571
1987687,376125,"LANTAU OVERSEAS FUND, L.P.",805-7811702931
1987687,376124,"LANTAU OVERSEAS FUND, L.P.",805-7811702931
1987687,190510,"FJOF3 RESIDENTIAL COINVESTMENT FUND (DOLLAR II) L.P.",805-8900234779
1987687,282365,"FORTRESS LENDING FUND III (B) L.P.",805-3068766308
1987687,209016,"FORTRESS JAPAN OPPORTUNITY FUND IV (DOLLAR C) L.P.",805-3592119190
1987687,35023,"FORTRESS JAPAN OPPORTUNITY FUND II (YEN C) L.P.",805-5344527390
1987687,68367,"FORTRESS JAPAN OPPORTUNITY FUND III (YEN C) L.P.",805-2352247587
1987687,376134,"MOUNT KELLETT CAPITAL PARTNERS EMPLOYEE FUND LP",805-3484844068
1987687,256907,"FORTRESS LENDING FUND I (A) LP",805-8975291909
1987687,247396,"FORTRESS LENDING FUND II (B) L.P.",805-1063415270
1987687,34996,"FORTRESS JAPAN OPPORTUNITY FUND II (YEN A) L.P.",805-8225636398
1987687,376154,"MOUNT KELLETT CAPITAL PARTNERS (CAYMAN) III, L.P.",805-2904192108
1987687,256907,"FORTRESS LENDING FUND I (B-II) L.P.",805-3936300714
1987687,364115,"FORTRESS JAPAN FOCUSED OPPORTUNITIES FUND (YEN B) L.P.",805-9747813135
1987687,288443,"DC VALUE RECOVERY FUND III FEEDER B, L.P.",805-1491800358
1987687,376153,"MOUNT KELLETT CAPITAL PARTNERS (CAYMAN) III, L.P.",805-2904192108
1987687,322957,"FLF III (B) RATED FEEDER HOLDINGS LLC",805-4063005627
1987687,58187,"FORTRESS ITALIAN NPL OPPORTUNITIES FUND (D) LP",805-3189114860
1987713,171550,"HUDSON COVE CREDIT OPPORTUNITY FUND LP",805-7865587741
1987713,171550,"HUDSON COVE CREDIT OPPORTUNITY FUND, LTD.",805-2836955167
1987015,371336,"NUVEEN MUNICIPAL OPPORTUNITIES FUND LP",805-5520988131
1987015,371329,"NUVEEN CLO OPPORTUNITIES FUND, LP",805-4258385072
1987015,371335,"NUVEEN HIGH YIELD MUNICIPAL OPPORTUNITIES FUND LP",805-9339557612
1987015,371322,"NUVEEN CLO ISSUANCE FEEDER FUND II, LP",805-3268288568
1987317,368005,"ACOF VIII-AB MASTER B US INVESTOR, L.L.C.",805-6221560571
1987317,425667,"ANCHORAGE CO-INVESTMENT OFFSHORE FUND V, L.P.",805-1950406745
1987317,368272,"ANCHORAGE STRUCTURED ENERGY TRANSITION OFFSHORE FUND, L.P.",805-3300715194
1987317,368206,"ACO VIII MASTER A CI INVESTOR, LTD.",805-1949897475
1987317,368206,"ACO VIII CO-INVESTMENT FUND, L.P.",805-3913997896
1987317,368206,"ACO VIII OFFSHORE CO-INVESTMENT FUND, L.P.",805-5795122767
1987317,368044,"ANCHORAGE STRUCTURED CREDIT FUND II, L.P.",805-2422957334
1987317,368005,"ANCHORAGE CREDIT OPPORTUNITIES MASTER FUND VIII (F), L.P.",805-3494495996
1987317,368005,"ANCHORAGE CREDIT OPPORTUNITIES OFFSHORE FUND VIII (A), L.P.",805-5471658948
1987317,368005,"ANCHORAGE CREDIT OPPORTUNITIES MASTER FUND VIII (B), L.P.",805-2759520807
1987317,368005,"ANCHORAGE CREDIT OPPORTUNITIES MASTER FUND VIII (C), L.P",805-3405380631
1987317,368005,"ANCHORAGE CREDIT OPPORTUNITIES MASTER FUND VIII (D), L.P.",805-5551368920
1987317,368005,"ANCHORAGE CREDIT OPPORTUNITIES MASTER FUND VIII (E), L.P.",805-4963921638
1987317,368043,"ANCHORAGE SSC-B II, L.P.",805-5751279361
1987317,368005,"ANCHORAGE CREDIT OPPORTUNITIES OFFSHORE FUND VIII (B), L.P.",805-3181705292
1987317,368056,"ACO VIII GCF DE, L.P.",805-7070615655
1987317,368005,"ACOF VIII-A MASTER D CI INVESTOR, LTD.",805-3303229230
1987317,368005,"ACOF VIII-A MASTER E US INVESTOR, L.L.C",805-9052359350
1987317,368005,"ACOF VIII-AB MASTER A CI INVESTOR, LTD.",805-1992874958
1987317,435076,"ACO IX GCF DE, L.P.",805-7668642252
1987317,435051,"ACOF IX MASTER A CI INVESTOR, LP.",805-7276148935
1987317,435078,"ASET ADJACENT OPPORTUNITIES OFFSHORE FUND, L.P.",805-7613042181
1987317,435051,"ACOF IX MASTER D CI INVESTOR, L.P.",805-8555984593
1987317,435051,"ACOF IX MASTER B US INVESTOR, L.L.C.",805-4934439924
1987317,435051,"ANCHORAGE CREDIT OPPORTUNITIES MASTER FUND IX (B), L.P.",805-9153451967
1987317,435051,"ANCHORAGE CREDIT OPPORTUNITIES MASTER FUND IX (C), L.P.",805-6214742415
1987317,435051,"ANCHORAGE CREDIT OPPORTUNITIES MASTER FUND IX (D), L.P.",805-8752991303
1987317,435051,"ANCHORAGE CREDIT OPPORTUNITIES OFFSHORE FUND IX (CAYMAN), L.P.",805-8195582913
1987317,435051,"ANCHORAGE CREDIT OPPORTUNITIES OFFSHORE FUND IX (DE), L.P.",805-6485939617
1987317,435051,"ANCHORAGE CREDIT OPPORTUNITIES ONSHORE FUND IX (TE), L.P.",805-5080056484
1987317,435051,"ANCHORAGE CREDIT OPPORTUNITIES ONSHORE FUND IX, L.P.",805-4215571776
1987317,368005,"ANCHORAGE CREDIT OPPORTUNITIES OFFSHORE FUND VIII (C), L.P.",805-6327858311
1987317,368005,"ANCHORAGE CREDIT OPPORTUNITIES FUND VIII, L.P.",805-2052224787
1987548,25122,"CONCISE SHORT-TERM HIGH YIELD ONSHORE FUND, LLC",805-9983868763
1987548,25122,"CONCISE SHORT-TERM HIGH YIELD OFFSHORE FUND, SPC",805-5273102683
1987851,7209,"WESTCHESTER CAPITAL HUDSON VALLEY PARTNERS, L.P.",805-3347532604
1987898,418201,"SANDGLASS SELECT US FEEDER FUND II, L.P.",805-8730532906
1987898,418201,"SANDGLASS SELECT OFFSHORE FEEDER FUND II, L.P.",805-7294514505
1987898,235531,"SANDGLASS SELECT OFFSHORE FEEDER FUND, L.P.",805-7855357354
1987898,235515,"SANDGLASS OPPORTUNITY FEEDER FUND (US) L.P.",805-5379962254
1987898,235515,"SANDGLASS OPPORTUNITY FEEDER FUND (CAYMAN) LTD.",805-2207277479
1978525,464416,"PATHWAY CO-INVESTMENT FUND II (CAYMAN), LP",805-1089882613
1978525,316413,"PATHWAY PRIVATE EQUITY FUND INVESTORS 11 (CAYMAN), LP",805-4103972964
1984840,276862,"PACIFIC AVENUE EMERALD CONTINUATION FUND, L.P.",805-1103654942
1984840,276862,"PACIFIC AVENUE EMERALD CONTINUATION FUND (A), L.P.",805-9266258736
1985390,436557,"TACONIC EUROPEAN CREDIT DISLOCATION OFFSHORE FUND IV L.P.",805-8225142526
1985390,423507,"TACONIC MERGER ARBITRAGE OFFSHORE FUND LTD.",805-3018109013
1985390,423507,"TACONIC MERGER ARBITRAGE FUND L.P.",805-4824277465
