"FilingID","Other Name","BD","RR","Pool","FCM","Real Estate","Insurance","Bank","Trust","Municipal","Swap Dealer","Swap Participant","Accountant","Lawyer","Other","Other Description"
1992487,"MANAGED TAX SERVICES, LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1992562,"MANAGED TAX SERVICES, LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1992470,"LIFECOURSE TAX SERVICE.","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","TAX PREPARATION SERVICES"
1991611,"RSG HOCKEY, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","HOCKEY AGENCY"
1991611,"NORTHROCK-X","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","LIFESTYLE MANAGMENT SERVICES"
1991611,"FOUNDATION X, INC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","501C3 ORGANIZATION, A CHARITABLE GIFTING VEHICLE"
1991611,"FOUNDATION X LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","WHOLLY OWNED SUBSIDIARY BUSINESS THAT PROVIDES FOUNDATION MANAGEMENT AND CONSULTING SERVICES"
1991611,"NRX HOCKEY LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","LIFESTYLE MANAGEMENT SERVICES SPECIFIC TO HOCKEY PLAYERS"
1993205,"A4 INSURANCE SOLUTIONS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1989260,"INSURANCE SERVICES BY ACCELERATE","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1989409,"MANAGED TAX SERVICES, LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1989455,"ARMSTRONG INSURANCE GROUP, INC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1988686,"CABIN SECURITIES, INC","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1986668,"CAPSTONE INVESTMENT GROUP","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1989102,"SAXONY SECURITIES, INC.","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
1989356,"TOMASZ CYMER - SOLE PROPRIETOR","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1989297,"COMPREHENSIVE BENEFIT MARKETING SERVICES, INC. AND SOLE PROPRIETORSHIP","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1989491,"LAW OFFICE OF DEREK DANSBY","N","N","N","N","N","N","N","N","N","N","N","N","Y","N",""
1990180,"WESTERN & SOUTHERN AGENCY, INC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1989264,"THIRD VIEW RISK, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1989438,"PANFILI FINANCIAL SERVICES, INC.","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N",""
1988466,"RFG SOLUTIONS","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1989699,"CALLUNA REAL ESTATE SERVICES, LLC","N","N","N","N","Y","N","N","N","N","N","N","N","N","N",""
1992203,"THIRD VIEW RISK, LLC","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1992324,"INNOVATION PARTNERS","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
1990454,"BAM DIGITAL","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","DIGITAL WRAP FEE PLATFORM"
1989598,"INNOVATION PARTNERS","Y","N","N","N","N","N","N","N","N","N","N","N","N","N",""
1989289,"SHERPA FINANCIAL SERVICES","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",""
1991653,"R.J. CLOUD, PLLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1991653,"MGC LAW FIRM PLLC","N","N","N","N","N","N","N","N","N","N","N","N","Y","N",""
1992510,"KISSLING AMOROSO  & CO., INC.","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1992510,"MT JACKSON GROUP, LLC","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","ESTATE PLANNING"
1991730,"CEED BULGARIA","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BUSINESS DEVELOPMENT TRAINING AND PEER-TO-PEER LEARNING TO ENTREPRENEURS IN EMERGING MARKETS"
1991730,"CEED ROMANIA","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BUSINESS DEVELOPMENT TRAINING AND PEER-TO-PEER LEARNING TO ENTREPRENEURS IN EMERGING MARKETS"
1991730,"CEED KOSOVO","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BUSINESS DEVELOPMENT TRAINING AND PEER-TO-PEER LEARNING TO ENTREPRENEURS IN EMERGING MARKETS"
1991730,"CEED SLOVENIA","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BUSINESS DEVELOPMENT TRAINING AND PEER-TO-PEER LEARNING TO ENTREPRENEURS IN EMERGING MARKETS"
1991730,"CEED MACEDONIA","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BUSINESS DEVELOPMENT TRAINING AND PEER-TO-PEER LEARNING TO ENTREPRENEURS IN EMERGING MARKETS"
1991730,"CEED MOROCCO","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BUSINESS DEVELOPMENT TRAINING AND PEER-TO-PEER LEARNING TO ENTREPRENEURS IN EMERGING MARKETS"
1991730,"CEED TUNISIA","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BUSINESS DEVELOPMENT TRAINING AND PEER-TO-PEER LEARNING TO ENTREPRENEURS IN EMERGING MARKETS"
1991730,"CEED TANZANIA","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BUSINESS DEVELOPMENT TRAINING AND PEER-TO-PEER LEARNING TO ENTREPRENEURS IN EMERGING MARKETS"
1991730,"CEED THAILAND","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BUSINESS DEVELOPMENT TRAINING AND PEER-TO-PEER LEARNING TO ENTREPRENEURS IN EMERGING MARKETS"
1982639,"KERR INSURANCE BROKERS, INC.","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",""
1982639,"KERR PAYROLL SOLUTIONS, LLC","N","N","N","N","N","N","N","N","N","N","N","Y","N","N",""
1986681,"SAME","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1986812,"FINWELL CONNECT","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","A FINANCIAL WELLNESS PROGRAM"
1979794,"FORT WASHINGTON CAPITAL PARTNERS LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1979794,"FORT WASHINGTON FIXED INCOME LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1979794,"FWPEI V GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1979794,"FWPEI VI GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1979794,"FWPEO II GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1979794,"FWPEI VII GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1979794,"FWPEI VIII GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1979794,"FWPEO III GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1979794,"BVP NEO LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1979794,"BUCKEYE VENTURE PARTNERS, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1979794,"FWPEI IX GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1979794,"FWPEI X GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1979794,"FWPEO IV GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1979794,"FWPEI XI GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1979794,"FWPEI SMALL MARKET II GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1979794,"FORT WASHINGTON SECURITIES LENDING FIXED INCOME LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1979794,"FWPEI MAUNA KEA GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1979794,"FWPEO V GP, LLC","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
1992476,"WELLS FARGO ADVISORS","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","INSURANCE PRODUCT SALES"
