FilingID,FormVersion,DateSubmitted,1A,1B1,1C-Legal,1C-Business,1C-New Name,1D,1E1,1F1-Street 1,1F1-Street 2,1F1-City,1F1-State,1F1-Country,1F1-Postal,1F1-Private,1F2-M-F,1F2-Other,1F2-Hours,1F3,1F4,1F5,1G-Street 1,1G-Street 2,1G-City,1G-State,1G-Country,1G-Postal,1G-Private,1I,1L,1M,1N,1O,1OAmount,1P,2B1,2B2,2B3,2B-Assets,3A,3A-Other,3B,3C-State,3C-Country,6A1,6A2,6A3,6A4,6A5,6A6,6A7,6A8,6A9,6A10,6A11,6A12,6A13,6A14,6A14-Other,6B1,6B2,6B3,7A1,7A2,7A3,7A4,7A5,7A6,7A7,7A8,7A9,7A10,7A11,7A12,7A13,7A14,7A15,7A16,7B,10A,11,11A1,11A2,11B1,11B2,11C1,11C2,11C3,11C4,11C5,11D1,11D2,11D3,11D4,11D5,11E1,11E2,11E3,11E4,11F,11G,11H1a,11H1b,11H1c,11H2,Execution Type,Signatory,Execution Date,Title
1937921,Oct-21,3/14/2025,"LIGHTSWITCH CAPITAL MANAGEMENT, L.P.","LIGHTSWITCH CAPITAL MANAGEMENT, L.P.",N,N,,802-123698,319223,1133 AVENUE OF THE AMERICAS,,NEW YORK,NY,United States,10036,N,Monday - Friday,,9-5PM,203-956-5900,203-286-1145,0,,,,,,,,Y,Y,N,N,N,,,N,Y,N,19420657,Limited Partnership,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,PAMELA ROCKLEY,3/14/2025,CHIEF COMPLIANCE OFFICER
1946806,Oct-21,3/14/2025,HERITAGE POINT PARTNERS LLC,HERITAGE POINT PARTNERS,N,N,,802-126330,322601,,,,,,,Y,Monday - Friday,,9:00AM - 5:00PM,805-410-3133,,0,,,,,,,,Y,Y,N,N,N,,,N,Y,N,78042101,Limited Liability Company,,DECEMBER,California,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,ALEX ZANDER GELMAN,3/14/2025,MANAGING PARTNER
1952775,Oct-21,3/14/2025,"LONG HILL CAPITAL VENTURE PARTNERS GP 1 PLUS, L.P.","LONG HILL CAPITAL VENTURE PARTNERS GP 1 PLUS, L.P.",N,N,,802-118559,308064,"MAPLES CORPORATE SERVICES LIMITED,","BOX 309, UGLAND HOUSE",GRAND CAYMAN,,Cayman Islands,KY1-1104,N,Monday - Friday,,9:00-18:00,86 21 60257000,,0,"UNIT 3101, PLAZA 66, TOWER 2",1266 NANJING WEST ROAD,SHANGHAI,,China,200040,N,Y,N,N,N,N,,,N,Y,N,0,Limited Partnership,,DECEMBER,,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,N,N,N,,Y,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,XIAODONG JIANG,3/14/2025,MANAGING PARTNER
1952769,Oct-21,3/14/2025,"LONG HILL CAPITAL VENTURE PARTNERS GP 1, L.P.","LONG HILL CAPITAL VENTURE PARTNERS GP 1, L.P.",N,N,,802-118560,308065,"MAPLES CORPORATE SERVICES LIMITED,","BOX 309, UGLAND HOUSE",GRAND CAYMAN,,Cayman Islands,KY1-1104,N,Monday - Friday,,9:00-18:00,86 21 60257000,,0,"UNIT 3101, PLAZA 66, TOWER 2",1266 NANJING WEST ROAD,SHANGHAI,,China,200040,N,Y,N,N,N,N,,,N,Y,N,0,Limited Partnership,,DECEMBER,,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,N,N,N,,Y,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,XIAODONG JIANG,3/14/2025,MANAGING PARTNER
1944956,Oct-21,3/14/2025,"HANABI CAPITAL MANAGEMENT, LLC","HANABI CAPITAL MANAGEMENT, LLC",N,N,,802-132414,335031,"524 HAMILTON AVENUE, SUITE 201",,PALO ALTO,CA,United States,94301,N,Monday - Friday,,9AM - 5PM,408-341-9429,,0,,,,,,,,Y,N,N,N,N,,,Y,N,N,,Limited Liability Company,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,Y,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Domestic,MICHELANGELO VOLPI,3/14/2025,MANAGING MEMBER
1952757,Oct-21,3/14/2025,"LONG HILL CAPITAL VENTURE PARTNERS GP 2 PLUS, LTD.","LONG HILL CAPITAL VENTURE PARTNERS GP 2 PLUS, LTD.",N,N,,802-123704,319329,MAPLES CORPORATE SERVICES LIMITED,"BOX 309, UGLAND HOUSE",GRAND CAYMAN,,Cayman Islands,KY1-1104,N,Monday - Friday,,9:00-18:00,86 21 60257000,86 21 60256730,0,"UNIT 3101, PLAZA 66, TOWER 2",1266 NANJING WEST ROAD,SHANGHAI,,China,200040,N,Y,N,N,N,N,,,N,Y,N,0,Other (specify),LIMITED COMPANY,DECEMBER,,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,N,N,N,,Y,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,XIAODONG JIANG,3/14/2025,CHIEF COMPLIANCE OFFICER
1930755,Oct-21,3/14/2025,LEX CAPITAL MANAGEMENT INC.,LEX CAPITAL MANAGEMENT INC.,N,N,,802-77685,166816,2530 SANDRA SCHMIRLER WAY,,REGINA,,Canada,S4W0M7,N,Monday - Friday,,8:00 A.M. - 5:00 P.M.,306-790-8676,306-500-3304,0,,,,,,,,Y,N,Y,N,N,,549300UFPHYZIIN4ZZ90,N,Y,N,0,Corporation,,DECEMBER,,Canada,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,CURTIS ARMSTRONG,3/14/2025,MANAGING PARTNER & CFO
1952730,Oct-21,3/14/2025,"LONG HILL CAPITAL VENTURE PARTNERS GP 3, LTD.","LONG HILL CAPITAL VENTURE PARTNERS GP 3, LTD.",N,N,,802-120949,313001,MAPLES CORPORATE SERVICES LIMITED,"BOX 309, UGLAND HOUSE",GRAND CAYMAN,,Cayman Islands,KY1-1104,N,Monday - Friday,,9:00-18:00,86 21 6025 7000,,0,"UNIT 3101, PLAZA 66 TOWER 2",1266 NANJING WEST ROAD,SHANGHAI,,China,200040,N,Y,N,N,N,N,,,N,Y,N,0,Other (specify),LIMITED COMPANY,DECEMBER,,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,N,N,N,,Y,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,XIAODONG JIANG,3/14/2025,MANAGING PARTNER
1952715,Oct-21,3/14/2025,SHANGHAI CHANG LING CHONG LUAN CONSULTING LIMITED,SHANGHAI CHANG LING CHONG LUAN CONSULTING LIMITED,N,N,,802-118563,308068,"UNIT 3101, PLAZA 66, TOWER 2",1266 NANJING WEST ROAD,SHANGHAI,,China,200040,N,Monday - Friday,,9:00-18:00,86 21 60257000,,0,,,,,,,,Y,N,N,N,N,,,N,Y,N,0,Other (specify),PRC LIMITED LIABILITY COMPANY,DECEMBER,,China,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,N,N,N,,Y,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,XIAODONG JIANG,3/14/2025,MANAGING PARTNER
1956934,Oct-21,3/13/2025,"TOSSELL, LLC","TOSSELL, LLC",N,N,,802-120717,310861,,,,,,,Y,Monday - Friday,,9AM - 5PM,44-778-655-1531,,0,,,,,,,Y,N,Y,N,N,N,,,Y,N,N,,Limited Liability Company,,DECEMBER,Delaware,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,,N,,N,N,N,N,N,N,N,,,,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,BENJAMIN TOSSELL,3/13/2025,MEMBER
