"FilingID","SchA-3","Schedule","Full Legal Name","DE/FE/I","Entity in Which","Title or Status","Status Acquired","Ownership Code","Control Person","PR","OwnerID"
1999553,"Y","A","JUE, RYAN, JEFFREY","I","","CHIEF COMPLIANCE OFFICER",11/2019,"NA","Y","N",5178844
1999553,"Y","A","URSA TECHNOLOGIES","DE","","OWNER",11/2019,"E","Y","N",
1999553,"","B","JUE, RYAN, JEFFREY","I","URSA TECHNOLOGIES","OWNER",10/2019,"D","Y","N",5178844
1999553,"","B","Jue, Brandon, Jeffrey","I","URSA TECHNOLOGIES","OWNER",10/2019,"D","Y","N",7226854
1999575,"N","A","RIGGS, JOHN, DUSTIN","I","","MANAGING PARTNER, CO PRESIDENT, AND CHIEF COMPLIANCE OFFICER",03/2021,"D","Y","N",2670354
1999575,"N","A","HUMPHREYS, RICHARD, ALLEN","I","","MANAGING PARTNER AND CO PRESIDENT",03/2021,"D","Y","N",3179578
1997486,"Y","A","NOMURA ASSET MANAGEMENT CO., LTD.","FE","","SHAREHOLDER",10/1997,"E","Y","N",
1997486,"","B","NOMURA HOLDINGS, INC. (FORMERLY NAMED THE NOMURA SECURITIES CO., LTD.)","FE","NOMURA ASSET MANAGEMENT CO., LTD.","STOCKHOLDER",12/1959,"E","Y","Y",
1997486,"Y","A","MASUDA, YOSHIMI, NMN","I","","CHIEF COMPLIANCE OFFICER",10/2004,"NA","Y","N",4679992
1997486,"Y","A","KAWABE, TAKAHIRO, NMN","I","","CHIEF EXECUTIVE OFFICER, MANAGING DIRECTOR",04/2023,"NA","Y","N",7646349
1997486,"Y","A","SANKARANARAYANAN, NAGARAJAN, NMN","I","","NON EXECUTIVE DIRECTOR",09/2024,"NA","Y","N",7996832
1997486,"Y","A","SUZUKI, KENICHI, NMN","I","","NON EXECUTIVE DIRECTOR",09/2024,"NA","Y","N",7996834
1997486,"Y","A","OKAMOTO, TAKASHI, NMN","I","","NON EXECUTIVE DIRECTOR",09/2024,"NA","Y","N",7996839
1997486,"Y","A","NAGAO, TARO, NMN","I","","NON EXECUTIVE DIRECTOR",06/2025,"NA","Y","N",8116800
1999599,"N","A","GRAHAM, KENNETH, ROBERT","I","","VICE PRESIDENT",09/2022,"D","Y","N",2560875
1999599,"N","A","PFEIL, MAREK, P","I","","PRESIDENT AND CCO",09/2022,"D","Y","N",5566488
1999602,"N","A","SONDEL, NICK WILLIAM","I","","CHIEF EXECUTIVE OFFICER",01/1987,"E","Y","N",1261064
1999602,"N","A","MEYER, RHONDA LEE","I","","SENIOR VICE PRESIDENT & CHIEF OPERATING OFFICER, FINOP",01/2020,"NA","N","N",2285226
1999602,"N","A","HAGER, AARON MICHAEL","I","","PRESIDENT",01/2020,"NA","N","N",5017811
1999602,"N","A","DUSHEK, JAMES WALTER","I","","VICE PRESIDENT OF OPERATIONS",01/2020,"NA","N","N",4323103
1999602,"N","A","WIPPERFURTH, DANIEL THOMAS","I","","VICE PRESIDENT OF ADVISOR DEVELOPMENT",01/2020,"NA","N","N",4029404
1999602,"N","A","NELLES, JULIE MARIE","I","","VP OF ADVISORY OPERATIONS & SERVICES",08/2021,"NA","N","N",4771824
1999602,"N","A","MEDLAND, RICHARD ONEILL","I","","CO-CCO",09/2023,"NA","N","N",2748242
1999602,"N","A","KOPITZKE, KYLE LEE","I","","CO-CCO",09/2023,"NA","N","N",5675560
1999621,"N","A","BROWN, JAMES, CHRISTOPHER","I","","MANAGING PRINCIPAL AND CHIEF COMPLIANCE OFFICER",05/2025,"E","Y","N",4895673
