"FilingID","SchA-3","Schedule","Full Legal Name","DE/FE/I","Entity in Which","Title or Status","Status Acquired","Ownership Code","Control Person","PR","OwnerID"
2008127,"N","A","HAUBRICH, MICHAEL, PHILLIP","I","","FOUNDER",02/2022,"D","Y","N",1092140
2008127,"N","A","MORGAN, JUSTUS, BARON","I","","PRESIDENT",03/2004,"C","Y","N",4697511
2008127,"N","A","D'ALIE, TERRI, LYNN","I","","CHIEF COMPLIANCE OFFICER",01/2025,"NA","N","N",1943710
2008126,"Y","A","NEWMAN, WILLIAM, HENRY","I","","CHIEF COMPLIANCE OFFICER/CFO",03/2005,"NA","Y","N",4903870
2008126,"Y","A","BINGHAM, ROBERT","I","","FOUNDER & CHIEF INVESTMENT OFFICER",12/2004,"NA","Y","N",1417739
2008126,"Y","A","Bolt, Kendall","I","","CHIEF EXECUTIVE OFFICER",01/2025,"NA","Y","N",6958414
2008126,"","B","ASPEN STANDARD GROUP INTERMEDIATE CO LLC","DE","ASPEN STANDARD GROUP LLC","MEMBER",07/2024,"E","Y","N",
2008126,"Y","A","ASPEN STANDARD GROUP LLC","DE","","MEMBER",07/2025,"E","Y","N",
2008126,"","B","ASPEN STANDARD GROUP TOPCO LP","DE","ASPEN STANDARD GROUP INTERMEDIATE CO LLC","MEMBER",08/2024,"E","Y","N",
2008126,"","B","EVERGREEN SERVICES GROUP TOPCO II, LLC","DE","ASPEN STANDARD GROUP TOPCO LP","PARTNER",03/2025,"E","Y","N",
2008126,"","B","ALPINE INVESTORS IX, LP","DE","EVERGREEN SERVICES GROUP TOPCO II, LLC","MEMBER",03/2025,"C","Y","N",
2008126,"","B","ALPINE INVESTORS IX-A SPLITTER EG II, LP","DE","EVERGREEN SERVICES GROUP TOPCO II, LLC","MEMBER",03/2025,"D","Y","N",
2008126,"","B","ALPINE INVESTORS IX-A BLOCKER EG II, LLC","DE","ALPINE INVESTORS IX-A SPLITTER EG II, LP","PARTNER",03/2025,"E","Y","N",
2008126,"","B","ALPINE INVESTORS IX-A, LP","DE","ALPINE INVESTORS IX-A BLOCKER EG II, LLC","MEMBER",03/2025,"E","Y","N",
2007960,"N","A","DENT, DANIEL, FORBES","I","","CHAIRMAN",01/1976,"B","Y","N",4347484
2007960,"N","A","O'NEIL, THOMAS, FRANCIS","I","","PORTFOLIO MANAGER, TRUSTEE",06/1985,"NA","Y","N",4347510
2007960,"N","A","DENT, MATTHEW, FORBES","I","","PRESIDENT",01/2014,"C","Y","N",2929032
2007960,"N","A","WU, GARY, GUANGYU","I","","CHIEF RISK OFFICER",09/2013,"NA","N","N",4997843
2007960,"N","A","GAYNOR, CAROLYN, ELIZABETH","I","","CHIEF COMPLIANCE OFFICER",01/2019,"NA","Y","N",5027790
2007960,"N","A","HRIMNAK, BROOKE, ELIZABETH","I","","CHIEF OPERATING OFFICER",08/2021,"NA","Y","N",4760562
2007960,"N","A","MORRILL, MICHAEL, NORRIS","I","","HEAD OF CLIENT RELATIONS AND MARKETING",08/2021,"A","Y","N",2986151
2007960,"N","A","CURRY, MELISSA","I","","SHAREHOLDER",02/2025,"B","N","N",8067623
2007960,"N","A","DENT, TIMOTHY","I","","SHAREHOLDER",02/2025,"B","N","N",8067629
2007960,"N","A","EKLUND, ASHLEY","I","","SHAREHOLDER",02/2025,"B","N","N",8067631
2008018,"Y","A","FORTRESS INVESTMENT GROUP","DE","","MEMBER",01/2024,"E","Y","N",129612
2008018,"Y","A","SIMONS, PETER, MICHAEL","I","","CHIEF COMPLIANCE OFFICER",04/2024,"NA","N","N",4032430
2008018,"Y","A","BROOKS, DAVID, NICHOLS","I","","GENERAL COUNSEL AND SECRETARY",04/2024,"NA","N","N",5314938
2008018,"Y","A","BLANCHETTE, AARON, THOMAS","I","","CO-CHIEF EXECUTIVE OFFICER AND CO-CHIEF INVESTMENT OFFICER",04/2024,"NA","Y","N",4419847
2008018,"Y","A","STEWART, BRIAN, THOMAS","I","","CO-CHIEF EXECUTIVE OFFICER AND CO-CHIEF INVESTMENT OFFICER",04/2024,"NA","Y","N",4828387
2008018,"Y","A","DREYFUSS, AVRAHAM","I","","CHIEF FINANCIAL OFFICER",04/2024,"NA","N","N",7939655
2008018,"","B","FINCO I INTERMEDIATE HOLDCO LLC","DE","FORTRESS INVESTMENT GROUP","SOLE MEMBER",12/2017,"E","Y","N",
2008018,"","B","FINCO I LLC","DE","FINCO I INTERMEDIATE HOLDCO LLC","SOLE MEMBER",12/2017,"E","Y","N",
2008018,"","B","FIG PARENT, LLC","DE","FINCO I LLC","SOLE MEMBER",12/2017,"E","Y","N",
2008018,"","B","FOUNDATION HOLDCO LP","DE","FIG PARENT, LLC","SOLE MEMBER",12/2017,"E","Y","N",
2008018,"","B","FM INVESTOR AGGREGATOR LP","DE","FOUNDATION HOLDCO LP","LIMITED PARTNER",05/2024,"C","Y","N",
2008018,"","B","FIG BUYER GP, LLC","DE","FM INVESTOR AGGREGATOR LP","GENERAL PARTNER",05/2024,"F","Y","N",
2008018,"","B","PACK, JOSHUA, ANTHONY","I","FIG BUYER GP, LLC","MEMBER",05/2024,"C","Y","N",7432078
2008018,"","B","FIG BUYER GP, LLC","DE","FOUNDATION HOLDCO LP","GENERAL PARTNER",05/2024,"F","Y","N",
