"FilingID","Individual Name","Firm or Organization Name","CRD Number","Effective Date","Termination Date","Street 1","Street 2","City","State","Country","Postal Code","Private Residence?","Description"
1986868,"ANTINYAN, TIGRAN","",7969777,04/26/2024,,"KERI STR. 1/3 BLD","","YEREVAN","","Armenia","","N","25% SHAREHOLDER"
1986868,"ZAKARYAN, ARTYOM","",7969801,04/26/2024,,"SHAHNIYAN STR 7, APT. 5","","GYUMRI","","Armenia","","N","75% SHAREHOLDER"
1989569,"","G10 CAPITAL LIMITED",269881,06/09/2020,,"136 BUCKINGHAM PALACE ROAD","","LONDON","","United Kingdom","SW1W 9SA","N","FREMMAN ACTS AS AN APPOINTED REPRESENTATIVE OF G10 CAPITAL AND IS THEREBY LIMITED CONTRACTUALLY TO PERFORMING CERTAIN REGULATED ACTIVITIES AS STATED BY A SERVICES AND APPOINTED REPRESENTATIVE AGREEMENT BETWEEN THE COMPANIES. FREMMAN (FCA NO. 937077) IS A UK FCA LISTED APPOINTED REPRESENTATIVE OF G10 CAPITAL LIMITED (FCA NO. 648953)."
1991854,"","HIGHLAND EUROPE INVESTMENT MANAGEMENT LIMITED",,07/21/2016,,"AZTEC GROUP HOUSE","IFC6 THE ESPLANADE","ST. HELIER","","Jersey","JE40QH","N","100% SHAREHOLDER"
1990175,"Zucker, Matthew","",8096004,05/16/2025,,"11700 PRESTON ROAD SUITE 660-610","","DALLAS","TX","United States","75230","N","MANAGER OF ETA EQUITY MANAGEMENT"
1989634,"ROSATO, THOMAS, MARK","",1384790,12/07/2011,,"995 OLD EAGLE SCHOOL RD","SUITE 320","WAYNE","PA","United States","19087","N","THOMAS IS THE 100% OWNER OF CAMELOT CAPITAL MANAGEMENT LTD"
1985774,"SINGER, PAUL, ELLIOTT","",872317,03/23/2021,,"C/O ELLIOTT INVESTMENT MANAGEMENT L.P.","360 S. ROSEMARY AVE, 18TH FLOOR","WEST PALM BEACH","FL","United States","33401","N","PAUL SINGER IS THE CONTROLLING PRINCIPAL OF ELLIOTT INVESTMENT MANAGEMENT L.P., WHICH IS THE INVESTMENT MANAGER TO CERTAIN PRIVATE INVESTMENT VEHICLES THAT ARE INDIRECT OWNERS OF BANTRY BAY CAPITAL LIMITED."
1986553,"","CALIBRATE PARTNERS LLP",,04/06/2016,,"4TH FLOOR, STRATTON HOUSE","5 STRATTON STREET","LONDON","","United Kingdom","W1J 8LA","N","PARENT COMPANY , SOLE OWNER"
1985698,"ALAULAQI, AHMED, FARID","",6363344,02/24/2020,,"1406 INDEX TOWER","","DUBAI","","United Arab Emirates","507071","N","DIRECTOR"
1985698,"BLAKE, JARARD, VAUGHAN","",7848448,04/13/2023,,"UGLAND HOUSE","P.O.BOX 309","GRAND CAYMAN","","Cayman Islands","KY1-1104","N","DIRECTOR"
1985698,"SHAW, WILLIAM, JAMES","",7848447,04/13/2023,,"UGLAND HOUSE","P.O. BOX 309","GRAND CAYMAN","","Cayman Islands","KY1-11-4","N","DIRECTOR"
1985690,"ALAULAQI, AHMED, FARID","",6363344,02/24/2020,,"1406 INDEX TOWER","","DUBAI","","United Arab Emirates","","N","DIRECTOR"
1985690,"BLAKE, JARARD, VAUGHAN","",7848448,04/13/2023,,"UGLAND HOUSE","P.O.BOX 309","GRAND CAYMAN","","Cayman Islands","KY1-1104","N","DIRECTOR"
1985690,"SHAW, WILLIAM, JAMES","",7848447,04/13/2023,,"UGLAND HOUSE","P.O. BOX 309","GRAND CAYMAN","","Cayman Islands","KY1-11-4","N","DIRECTOR"
1947626,"Verheijen, Danladi, Michel","",7158443,02/04/2008,,"21 LUGARD AVENUE","6TH FLOOR HERITAGE PLACE","IKOYI","","Nigeria","101233","N","DANLADI IS A MAJORITY SHAREHOLDER OF THE HOLDING COMPANY OF THE FIRM."
1947626,"Idiahi, Ehimare, Eric","",7158444,02/04/2008,02/29/2024,"21 LUGARD AVENUE","6TH FLOOR HERITAGE PLACE","IKOYI","","Nigeria","101233","N","ERIC IS A MAJORITY SHAREHOLDER OF THE HOLDING COMPANY OF THE FIRM"
1989284,"","SC GROWTH MANAGEMENT LLC",,02/19/2025,,"251 LITTLE FALLS DRIVE","","WILMINGTON","DE","United States","19808","N","CONTROL BY MAJORITY OWNERSHIP"
1989284,"SOBEL, SCOTT, PHILIP","",6341516,02/19/2025,,"10 EAST 53RD STREET","","NEW YORK","NY","United States","10022","N","MEMBER OF SC GROWTH MANAGEMENT LLC WITH JOINT CONTROL"
1989284,"CLIFFORD, SOBEL","",6341527,02/19/2025,,"10 EAST 53RD STREET","","NEW YORK","NY","United States","10022","N","JOINT CONTROL AND MEMBER OF CONTROL ENTITY- SC GROWTH MANAGEMENT"
1989078,"Creed, Alison","",7863855,05/13/2024,,"AZTEC GROUP HOUSE","IFC 6, THE ESPLANADE","ST. HELIER","","Jersey","JE4 0QH","N","DIRECTOR FOR DPE GP, DPE III GP & DPE IV GP."
1985370,"","JIVE INVESTMENTS GESTAO DE RECURSOS E CONSULTORIA S.A.",330171,10/31/2022,,"AV. BRIG. FARIA LIMA, 1485, 18º FLOOR","","SAO PAULO","","Brazil","01452002","N","JIVE INVESTMENTS GESTÃO DE RECURSOS E CONSULTORIA S.A. HOLDS 99,945% OF THE CAPITAL STOCK OF MAUA CAPITAL REAL ESTATE LTDA."
1989078,"ROSS, ALAN, FRASER","",7894979,04/14/2023,,"AZTEC GROUP HOUSE","IFC 6, THE ESPLANADE","ST. HELIER","","Jersey","JE40QH","N","DIRECTOR FOR DPE GP, DPE III GP & DPE IV GP."
1989078,"Evans, Jonathan","",7353442,05/13/2024,,"AZTEC GROUP HOUSE","IFC 6, THE ESPLANADE","ST. HELIER","","Jersey","JE4 0QH","N","ALTERNATE DIRECTOR TO ALISON CREED & JULIE FAIRCLOUGH FOR DPE GP, DPE III GP & DPE IV GP."
1989078,"Fairclough, Julie","",8065355,01/11/2024,,"AZTEC GROUP HOUSE","IFC 6, THE ESPLANADE","ST. HELIER","","Jersey","JE4 0QH","N","DIRECTOR FOR DPE III GP & DPE IV GP"
1988311,"BURNHAM, CHRISTOPHER, NEAL","",5164028,09/29/2023,,"4350 LASSITER AT NORTH HILLS AV","SUITE 340","RALEIGH","NC","United States","27609","N","MORE THAN A 50% OWNER AND EXECUTIVE OFFICER"
1988311,"DAIGLE, ADAM, SUMNER","",6088021,09/29/2023,,"4350 LASSITER AT NORTH HILLS AV","SUITE 340","RALEIGH","NC","United States","27609","N","MORE THAN A 25% OWNER AND EXECUTIVE OFFICER"
1994497,"SINGER, PAUL, ELLIOTT","",872317,03/23/2021,,"C/O ELLIOTT INVESTMENT MANAGEMENT L.P.","360 S. ROSEMARY AVE, 18TH FLOOR","WEST PALM BEACH","FL","United States","33401","N","PAUL SINGER IS THE CONTROLLING PRINCIPAL OF ELLIOTT INVESTMENT MANAGEMENT L.P., WHICH IS THE INVESTMENT MANAGER TO CERTAIN PRIVATE INVESTMENT VEHICLES THAT ARE INDIRECT OWNERS OF BANTRY BAY CAPITAL LIMITED."
