FilingID,FormVersion,DateSubmitted,1A,1B1,1B2,1C-Legal,1C-Business,1C-New Name,1D,1E1,1F1-Street 1,1F1-Street 2,1F1-City,1F1-State,1F1-Country,1F1-Postal,1F1-Private,1F2-M-F,1F2-Other,1F2-Hours,1F3,1F4,1F5,1G-Street 1,1G-Street 2,1G-City,1G-State,1G-Country,1G-Postal,1G-Private,1I,1L,1M,1N,1N-CIK,1O,1OAmount,1P,4A,4B,5A,5B1,5B2,5B3,5B4,5B5,5B6,5C1,5C2,5D1a,5D1b,5D1c,5D1d,5D1e,5D1f,5D1g,5D1h,5D1i,5D1j,5D1k,5D1l,5D1m,5D1n,5D1n Other,5D2a,5D2b,5D2c,5D2g,5D2h,5D2i,5D2j,5D2k,5D2l,5D2m,5D2n,5D3a,5D3b,5D3c,5D3d,5D3e,5D3f,5D3g,5D3h,5D3i,5D3j,5D3k,5D3l,5D3m,5D3n,5E1,5E2,5E3,5E4,5E5,5E6,5E7,5E7-Other,5F1,5F2a,5F2b,5F2c,5F2d,5F2e,5F2f,5F3,5G1,5G2,5G3,5G4,5G5,5G6,5G7,5G8,5G9,5G10,5G11,5G12,5G12-Other,5H,5H-Other,5I1,5I2a,5I2b,5I2c,5J1,5J2,5K1,5K2,5K3,5K4,5L1a,5L1b,5L1c,5L1d,5L1e,5L2,5L3,5L4,6A1,6A2,6A3,6A4,6A5,6A6,6A7,6A8,6A9,6A10,6A11,6A12,6A13,6A14,6A14-Other,6B1,6B2,6B3,7A1,7A2,7A3,7A4,7A5,7A6,7A7,7A8,7A9,7A10,7A11,7A12,7A13,7A14,7A15,7A16,7B,8A1,8A2,8A3,8B1,8B2,8B3,8C1,8C2,8C3,8C4,8D,8E,8F,8G1,8G2,8H1,8H2,8I,9A1a,9A1b,9A2a,9A2b,9B1a,9B1b,9B2a,9B2b,9C1,9C2,9C3,9C4,9D1,9D2,9E,9F,10A,11,11A1,11A2,11B1,11B2,11C1,11C2,11C3,11C4,11C5,11D1,11D2,11D3,11D4,11D5,11E1,11E2,11E3,11E4,11F,11G,11H1a,11H1b,11H1c,11H2,12A,12B1,12B2,12C1,12C2,Execution Type,Signatory,Execution Date,Title
2008127,Oct-21,8/6/2025 13:46,FINANCIAL SERVICE GROUP INC,FINANCIAL SERVICE GROUP INC,N,N,N,,801-41991,107893,4812 NORTHWESTERN AVENUE,,MOUNT PLEASANT,WI,United States,53406,N,Monday - Friday,,8:30 A.M. - 4:30 P.M.,262-554-4500,262-554-1907,0,,,,,,,,Y,N,N,N,,N,,,N,,10,3,0,3,0,0,0,0,0,148,105,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,84004080,240692650,,,,,,,,,,,,,N,Y,N,Y,N,N,Y,PERCENTAGE OF NET WORTH & INCOME,Y,324696730,0,324696730,909,0,909,0,Y,Y,N,N,N,N,N,N,N,N,N,Y,TAX PLANNING & PREPARATOIN,251-500,,N,,,,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,,Y,N,Y,Y,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,Domestic,TERRI D'ALIE,8/6/2025,CHIEF COMPLIANCE OFFICER
2008126,Oct-21,8/6/2025 13:46,SKY INVESTMENT GROUP LLC,SKY INVESTMENT GROUP LLC,N,N,N,,801-63875,134001,ONE FINANCIAL PLAZA,SUITE 1210,HARTFORD,CT,United States,06103,N,Monday - Friday,,BY APPOINTMENT,860-761-9700,860-761-9797,0,,,,,,,,Y,N,N,N,,N,,,N,,10,8,0,8,0,0,0,0,0,,369,,,,,3,8,,,,,,,,N,N,N,Y,N,N,N,N,N,N,N,0,826608064,0,0,0,0,14665818,9584456,0,0,0,0,0,0,Y,N,N,N,N,N,N,,Y,850858338,0,850858338,932,0,932,0,N,Y,N,N,N,Y,N,N,N,N,N,N,,,,N,,,,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,Domestic,WILLIAM NEWMAN,7/28/2025,CCO/CFO
2007960,Oct-21,8/6/2025 13:48,"D.F. DENT AND COMPANY, INC.","D.F. DENT AND COMPANY, INC.",N,N,N,,801-11364,105179,"400 EAST PRATT STREET, 7TH FLOOR",,BALTIMORE,MD,United States,21202-3127,N,Monday - Friday,,9:00 A.M. TO 5:00 P.M.,410-837-2544,410-837-6359,0,,,,,,,,Y,Y,Y,N,,N,,2549006ZI23QRPCOYQ71,N,,33,15,2,7,0,0,0,16,1,148,936,,3,,2,29,87,5,,,,83,16,UMA/ WRAP FEE,N,N,N,N,N,N,Y,N,N,N,N,70397370,4767887919,,856240655,,151360568,984495102,697370968,142048905,51267121,,,879209932,0,Y,N,N,N,N,N,N,,Y,8600278540,0,8600278540,1294,0,1294,70432116,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,0,,Y,0,0,0,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,N,N,,,N,N,,,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,Domestic,CAROLYN E. GAYNOR,8/6/2025,CHIEF COMPLIANCE OFFICER
2008018,Oct-21,8/6/2025 13:49,FPLF MANAGEMENT LLC,FPLF MANAGEMENT LLC,N,N,N,,801-131109,331881,1345 AVENUE OF THE AMERICAS,46TH FLOOR,NEW YORK,NY,United States,10105,N,Monday - Friday,,8AM - 6PM,212-798-6100,917-591-8633,16,,,,,,,,Y,Y,N,N,,N,,,N,,104,55,0,0,0,0,0,0,0,,,,,1,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,,,,,761872318,,,,,,,,,,Y,N,N,N,N,Y,N,,Y,761872318,0,761872318,1,0,1,0,N,N,Y,N,N,N,N,N,N,N,N,N,,,,N,,,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,,,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,,,,,,Domestic,DAVID N. BROOKS,8/6/2025,GENERAL COUNSEL AND SECRETARY
2008133,Oct-21,8/6/2025 14:05,WRIGHT INVESTORS SERVICE INC,WRIGHT INVESTORS SERVICE INC,N,N,N,,801-51257,106302,2 CORPORATE DRIVE,SUITE 770,SHELTON,CT,United States,06484,N,Monday - Friday,,8:30 AM - 5:00 PM,203-783-4400,203-783-4401,0,,,,,,,,Y,N,N,N,,N,,,N,,23,9,3,7,2,0,0,0,0,40,6,18,,,,10,,5,,,,,,OTHER,N,N,N,N,Y,N,N,N,N,Y,Y,16876724,8091185,747013706,,,,293528189,36534245,87088813,,,,3264707,45602208,Y,N,Y,Y,N,N,N,,Y,712174665,525825112,1237999777,425,861,1286,0,N,Y,N,N,Y,N,Y,Y,N,N,N,N,,0,,Y,0,22176927,0,N,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,,,N,N,,,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,Domestic,MICHAEL FLEMING,8/6/2025,CHIEF COMPLIANCE OFFICER
2008137,Oct-21,8/6/2025 14:08,THE WINTHROP CORPORATION,THE WINTHROP CORPORATION,N,N,N,,801-2501,105273,2 CORPORATE DRIVE,SUITE 770,SHELTON,CT,United States,06484,N,Monday - Friday,,8:30 AM TO 5:00 PM,203-783-4400,203-783-4401,0,,,,,,,,Y,N,N,N,,N,,,N,,21,7,4,5,5,0,0,1,0,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,N,N,N,N,N,N,Y,REIMBURSEMENT FOR RESEARCH EXPENSES,N,,,,,,,,N,N,N,N,N,N,N,Y,Y,N,N,Y,INVESTMENT RESEARCH,,,N,,,,Y,N,N,,,,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,,,N,N,,,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Domestic,MICHAEL FLEMING,8/6/2025,CHIEF COMPLIANCE OFFICER
2008138,Oct-21,8/6/2025 14:09,"HARBOUR INVESTMENTS, INC.","HARBOUR INVESTMENTS, INC.",N,N,N,,801-29185,19258,575 D'ONOFRIO DRIVE,SUITE 300,MADISON,WI,United States,53719,N,Monday - Friday,,8:15AM - 4:45PM,608-662-6100,608-662-6101,137,,,,,,,,Y,N,N,N,,Y,1-10B,,N,,231,212,231,212,4,228,9,3675,0,21523,1042,0,0,0,0,200,82,,0,,0,70,0,,N,N,N,N,N,Y,N,Y,N,N,N,5491775263,1777551656,0,0,0,0,56739078,109255925,94456553,0,2731209,0,37104944,0,Y,Y,Y,Y,Y,N,N,,Y,4869690700,2699923928,7569614628,24548,14144,38692,0,Y,Y,N,N,N,N,Y,N,N,N,N,N,,101-250,,Y,1328641601,0,0,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,,N,,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,Y,Y,N,N,,N,,N,,Y,Y,N,N,N,,,N,N,,,N,N,N,N,N,N,,,N,Y,N,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,Domestic,KYLE KOPITIZKE,8/6/2025,CO-CCO
2008139,Oct-21,8/6/2025 14:10,WRIGHT PRIVATE ASSET MANAGEMENT LLC,WRIGHT PRIVATE ASSET MANAGEMENT LLC,N,N,N,,801-66231,139570,2 CORPORATE DRIVE,SUITE 770,SHELTON,CT,United States,06484,N,Monday - Friday,,8:30AM - 5:00 PM,203-783-4400,203-783-4401,0,,,,,,,,Y,N,N,N,,N,,,N,,22,8,4,6,6,0,0,0,5,21,13,,,,,,,,,,,,,,N,N,N,N,Y,N,N,N,N,Y,N,7401726,20551723,,,,,,12619695,,,,,21854437,,Y,N,N,Y,N,N,N,,Y,62427581,0,62427581,81,0,81,17435037,N,Y,N,N,Y,N,N,N,N,N,N,N,,,,N,,,,N,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,,,N,N,,,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,Domestic,MICHAEL FLEMING,8/6/2025,CHIEF COMPLIANCE OFFICER
2008141,Oct-21,8/6/2025 14:12,"TRIPLETAIL WEALTH MANAGEMENT, LLC",TRIPLETAIL WEALTH MANAGEMENT,N,N,N,,801-133752,318781,224 E. MARKS ST.,,ORLANDO,FL,United States,32803,N,Monday - Friday,,9 AM - 5 PM,407-286-4072,,0,,,,,,,,Y,N,N,N,,N,,,N,,3,3,0,3,0,2,0,0,0,32,42,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,8040000,101800000,,,,,,,,,,,,,Y,N,N,N,N,N,N,,Y,109840000,0,109840000,155,0,155,0,Y,Y,N,N,Y,N,N,N,N,N,N,N,,25-Nov,,Y,0,0,91148221,N,N,Y,N,N,Y,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,,Y,N,N,,N,N,N,Y,Y,3035194,1,Y,Y,0,0,N,N,Y,N,N,N,,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,,Domestic,ERIK BONNETT,8/6/2025,CHIEF COMPLIANCE OFFICER
2008142,Oct-21,8/6/2025 14:17,DESIGNED WEALTH USA LTD.,DESIGNED WEALTH USA LTD.,N,N,N,,801-134267,337487,,,,,,,Y,Monday - Friday,,8:30 A.M. - 5:00 P.M.,705-930-1218,,0,,,,,,,,N,N,N,N,,N,,,N,,4,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,Y,N,N,N,N,N,N,,Y,0,0,0,0,0,0,0,N,Y,N,N,N,N,N,N,N,N,N,N,,,,N,,,,N,N,N,,,,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,,N,,N,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Non-Resident,MICHAEL KONOPASKI,8/6/2025,CHIEF COMPLIANCE OFFICER
