"FilingID","SchA-3","Schedule","Full Legal Name","DE/FE/I","Entity in Which","Title or Status","Status Acquired","Ownership Code","Control Person","PR","OwnerID"
1937921,"N","A","ROCKLEY, PAMELA, LOUISE","I","","CHIEF COMPLIANCE OFFICER",02/2022,"NA","Y","N",1438348
1937921,"N","A","COX, CHRISTOPHER, NIXON","I","","CHIEF EXECUTIVE OFFICER & GENERAL PARTNER",01/2022,"E","N","N",5323343
1937921,"N","A","CUI, BO","I","","CHIEF OPERATING OFFICER",01/2022,"NA","Y","N",6083693
1946806,"N","A","GELMAN, ALEX, ZANDER","I","","MANAGING PARTNER",09/2021,"D","Y","N",4900333
1946806,"N","A","Hecht, Daniel, Harrison","I","","MANAGING PARTNER",07/2021,"D","Y","N",7590691
1952775,"Y","A","LONG HILL CAPITAL VENTURE PARTNERS GP 1 PLUS, LTD.","FE","","GENERAL PARTNER",11/2018,"NA","Y","N",
1952775,"Y","A","PERPETUAL VENTURES LLC","DE","","LIMITED PARTNER",02/2019,"E","Y","N",
1952775,"","B","JIANG, XIAODONG","I","PERPETUAL VENTURES LLC","MEMBER/ MANAGING DIRECTOR",01/2019,"E","Y","N",6766258
1952769,"Y","A","LONG HILL CAPITAL VENTURE PARTNERS GP 1, LTD.","FE","","GENERAL PARTNER",08/2016,"NA","Y","N",
1952769,"Y","A","PERPETUAL VENTURES LLC","DE","","LIMITED PARTNER",02/2019,"E","Y","N",
1952769,"","B","JIANG, XIAODONG","I","PERPETUAL VENTURES LLC","MEMBER/ MANAGING DIRECTOR",01/2019,"E","Y","N",6766258
1944956,"Y","A","HANABI CAPITAL HOLDINGS, LLC","DE","","MEMBER OF HANABI CAPITAL MANAGEMENT, LLC",12/2024,"E","Y","N",
1944956,"Y","A","VOLPI, MICHELANGELO, ACHILLE","I","","MANAGER & MEMBER OF  HANABI CAPITAL MANAGEMENT, LLC",12/2024,"NA","Y","N",6366679
1944956,"Y","A","VOLPI, MICHELANGELO, ACHILLE","I","","MANAGER & MEMBER OF HANABI CAPITAL FUND I GP, LLC",12/2024,"E","Y","N",6366679
