"FilingID","ReferenceID","Legal Name","Business Name","SEC Number or Other","CRD Number","Type","5a","5b","5c","5d","5e","5f","5g","5h","5i","5j","5k","5l","5m","5n","5o","5p","Control/Controlled","Common Control","Custodian","Exam Exempt","Street 1","Street 2","City","State","Country","Postal Code","Private Residence","IA Exempt","Exemption","Foreign Registered","Share Persons","Share Location"
1980461,213440,"ALTERNA INSURANCE SERVICES, INC.","ALTERNA INSURANCE SERVICES, INC.","",,"","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","","","","","","","","N","","","N","Y","Y"
1980461,70055,"ALTERNA SECURITIES, INC.","ALTERNA SECURITIES, INC.","8-49311",41139,"","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","","","","","","","","N","","","N","Y","Y"
1980451,373664,"DB MONUMENT HOLDINGS GP, LLC","DB MONUMENT HOLDINGS GP, LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1980451,373621,"DC LIQUID STRATEGIES ADVISER, LLC","DC LIQUID STRATEGIES ADVISER, LLC","",,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","","","","","","","","N","N","","N","Y","Y"
1980451,327687,"DC SAMBA INVESTMENT HOLDINGS GP, LLC","DC SAMBA INVESTMENT HOLDINGS GP, LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1980451,302939,"DIGITALBRIDGE II GP, LLC","DIGITALBRIDGE II GP, LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1980451,235679,"DIGITALBRIDGE INVESTMENT MANAGEMENT, LLC","DIGITALBRIDGE INVESTMENT MANAGEMENT, LLC","801-112207",290954,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","","","","","","","","N","N","","N","Y","Y"
1980451,302940,"DIGITALBRIDGE ZEUS FUNDS GP, LLC","DIGITALBRIDGE ZEUS FUNDS GP, LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1980451,272970,"DIGITAL BRIDGE ADVISORS, LLC","DIGITAL BRIDGE ADVISORS, LLC","801-112767",291394,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","","","","","","","","N","N","","N","Y","Y"
1980451,388906,"DB PYRAMID GP, LLC","DB PYRAMID GP, LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","N"
1980451,388882,"DB APAC ADVISER, LLC","DB APAC ADVISER, LLC","",,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","","","","","","","","N","N","","N","Y","Y"
1980451,388888,"DB US HOLDINGS GP, LLC","DB US HOLDINGS GP, LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
1980451,392046,"DB GWS ADVISER, LLC","DB GWS ADVISER, LLC","",,"","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","","","","","","","","N","N","","N","Y","Y"
1980451,388892,"DBP III DISCRETIONARY CO-INVEST GP, LLC","DBP III DISCRETIONARY CO-INVEST GP, LLC","",,"","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","","","","","","","","N","","","N","Y","Y"
