"FilingID","Miscellaneous"
1996832,"There is a services agreement in place between Trium Capital LLP (""TCL"") and Credere Capital LLP (""Credere""). TCL provides various support functions to Credere including COO, Head of Compliance, Head of Risk, operations staff and related IT infrastructure.  TCL is an independent asset management firm and is a registered investment advisor with the SEC CRD# 306112/SEC#: 801-122997. Credere is unrelated to TCL in terms of management control and ownership.   CERTAIN RESPONSES TO SCHEDULE D, SECTION 7.B.(2) HAVE BEEN OMITTED AND ARE THE SUBJECT OF A REQUEST FOR CONFIDENTIAL TREATMENT PENDING WITH THE U.S. SECURITIES AND EXCHANGE COMMISSION. SHOULD THE CONFIDENTIAL TREATMENT REQUEST BE DENIED, CREDERE SHALL IMMEDIATELY AMEND SECTION 7.B.(2)"
1996340,"ITEM 7.A: SOME OF THE RELATED PERSONS OF BG& CO LIMITED ARE NOT LISTED IN SECTION 7.A OF SCHEDULE D BECAUSE THEY DO NOT FALL UNDER ANY OF THE CATEGORIES LISTED IN ITEM 7.A, AND THEREFORE ARE NOT REQUIRED TO BE LISTED IN SECTION 7.A OF SCHEDULE D. BG& CO LIMITED MAINTAINS A SUPPLEMENTARY LIST OF THOSE RELATED PERSONS NOT INCLUDED IN SECTION 7.A OF SCHEDULE D, AND BG& CO LIMITED WILL PROVIDE A COPY OF THAT LIST UPON REQUEST.  SECTION 7.B.(1), A.14: 2 SHARES OUT OF OVER 486 MILLION SHARES ARE BENEFITIALLY OWNED BY RELATED PERSONS."
1988527,"HSBC Asset Management India Private Limited (“AMIN”) manages non-U.S. open end funds that are registered in India and whose shares are only offered and sold outside of the United States (the “Non-U.S. Registered Funds”). AMIN has fully acquired a local Indian asset management company, which had previously managed a number of these Non-U.S. Registered Funds, and at the time of acquisition one or more non-U.S. investors that relocated to, or established a mailing address in, the United States were investors in these Non-U.S. Registered Funds. Other non-U.S. investors may relocate to, or establish a mailing address in, the United States without the prior knowledge of AMIN. These Non-U.S. Registered Funds, which are identified in Section 7.B.(1), are not directly offered or sold to U.S. persons (as defined under Regulation S) or within the territories of the United States, and AMIN does not otherwise do any business in the United States. AMIN is a wholly-owned, indirect subsidiary of HSBC Holdings Plc. As such, it has numerous related persons that are financial institutions or have financial industry affiliations (including other investment advisers). For purposes of this filing, AMIN has included in Item 7.A and Section 7.A only those related persons with whom AMIN has a relationship with respect to the Non-U.S. Registered Funds that are identified in Section 7.B.(1). A complete list of AMIN’s related persons can be provided upon request. With respect to Question 10 in Section 7.B.(1), the Non-U.S. Registered Funds have been characterized as “other” private funds (namely, Indian registered open end funds) because they are registered in India and have open end fund structures. With respect to Question 26 in Section 7.B.(1), although AMIN provides a number of administrative services (including back-office services), the Non-U.S. Registered Funds have engaged Computer Age Management Services Ltd., located in Chennai, India, as transfer agent/registrar and Citibank, N.A., located in Mumbai, India, as custodian/fund accountant. Neither Computer Age Management Services Ltd. nor Citibank, N.A. has been listed as an “administrator” to the Non-U.S. Registered Funds in Question 26. With respect to Question 28 in Section 7.B.(1), consistent with local practices in India, investors can purchase shares of the Non-U.S. Registered Funds through a large network of individuals and institutions. However, because shares of the Non-U.S. Registered Funds are only offered and sold outside of the United States, these individuals and institutions, which could be considered “marketers,” have been omitted."
1990404,"***Castleland Capital Inc is the owner of 100 percent of voting securities of Lightbox Management Limited.  Mr Phua Kay Choon James, as nominee of Mr Sandeep Murthy, holds 100 percent of the voting securities of Castleland Capital Inc.  Hence the ultimate beneficial owner of Lightbox Management Limited is Mr Sandeep Murthy."
1997272,"Form ADV Part 3 (Form CRS) has not been filed as Mass Ave does not have any individual (natural person) clients, and does not intend to have such clients at any time in the foreseeable future."
1997335,"Schedule D, Section 7.B.(1), Question 28.(a). The firm answered “yes” and provided relevant information because it continues to pay residual fees to Hollister Associates, LLC.  The firm does not otherwise have an active relationship with Hollister Associates, LLC."
1993469,"The Firm does not have a GP and hence we have not prepared Form ADV-NR."
1997493,"The sub advisory agreement between Scalebuilder LLC, SEC file number: 801-126334, and Anavio Capital Partners LLP for the Scalebuilder Allocation Format, LP ,fund, private fund identification number: 805-6372209330, was terminated as of 30th December 2024. On this basis reference to the Scalebuilder Allocation Format, LP, fund has been removed from item 7b2.    CERTAIN RESPONSES TO SCHEDULE D, SECTION 7.B.(2) HAVE BEEN OMITTED AND ARE THE SUBJECT OF A REQUEST FOR CONFIDENTIAL TREATMENT PENDING WITH THE U.S. SECURITIES AND EXCHANGE COMMISSION."
1999049,"The special purpose vehicles (“SPVs”) that serve as general partners and/or sponsors to the pooled investment vehicles listed in Section 7.B.1 are themselves identified in Section 7.A. as “other investment advisers” in a manner consistent with the treatment of similarly situated SPVs of registered investment advisers as articulated in the no-action letter to the Business Law Section of the American Bar Association (Jan. 18, 2012).  Accordingly, such SPVs look to and rely on the Adviser’s filing with the SEC and do not submit separate Form ADVs.  All regulatory assets under management reported herein are good faith estimates as of 12/31/2024, unaudited, and are subject to change upon audit."
1998604,"Dollar amounts reported throughout this Form ADV are converted from the funds' native currency (Sterling).  The gross assets of each fund reported in Question 11 of Section 7.B.(1) of Schedule D represents the net asset value of the fund plus committed but uncalled capital.  //  Horizon Capital II Crew LP and Horizon Capital III Streamline LP will each undergo its first audit as of fiscal year-end 2025.  In accordance with SEC guidance on the matter, Question 23.(a)(1) of Section 7.B.(1) of Schedule D indicates that the funds' financial statements are not subject to an annual audit because an auditor has not yet been formally engaged to conduct the first audit."
