"FilingID","Fund Name","Fund ID","Adviser Name","Adviser SEC Number","Clients Solicited?"
2003307,"NORDSTERN KAPITALMANAGEMENT GMBH LTD",805-5281479235,"BROAD INVESTMENT SECURITIES LLC","801-112127","N"
1999835,"CANTILLON GLOBAL EQUITY LP",805-7898615247,"CANTILLON CAPITAL MANAGEMENT LLC","801-65611","N"
1999835,"POLAR CAPITAL FUNDS PLC - GLOBAL TECHNOLOGY FUND",805-2657573429,"POLAR CAPITAL","801-64644","N"
1999835,"POLAR CAPITAL FUNDS PLC - NORTH AMERICA FUND",805-5465036427,"POLAR CAPITAL","801-64644","N"
1999835,"POLAR CAPITAL FUNDS PLC -- ARTIFICIAL INTELLIGENCE FUND",805-4279086840,"POLAR CAPITAL","801-64644","N"
1999835,"POLAR CAPITAL FUNDS PLC -- ASIAN STARS FUND",805-6698607424,"POLAR CAPITAL","801-64644","N"
1999835,"POLAR CAPITAL FUNDS PLC -- BIOTECHNOLOGY FUND",805-7606736230,"POLAR CAPITAL","801-64644","N"
1999835,"POLAR CAPITAL FUNDS PLC -- CHINA STARS FUND",805-1319573885,"POLAR CAPITAL","801-64644","N"
1999835,"POLAR CAPITAL FUNDS PLC -- EMERGING MARKET EX-CHINA STARS FUND",805-8751519654,"POLAR CAPITAL","801-64644","N"
1999835,"POLAR CAPITAL FUNDS PLC -- EMERGING MARKET STARS FUND",805-5413682986,"POLAR CAPITAL","801-64644","N"
1999835,"POLAR CAPITAL FUNDS PLC -- EUROPEAN EX UK INCOME FUND",805-2179928659,"POLAR CAPITAL","801-64644","N"
1999835,"POLAR CAPITAL FUNDS PLC -- FINANCIAL CREDIT FUND",805-7394247025,"POLAR CAPITAL","801-64644","N"
1999835,"POLAR CAPITAL FUNDS PLC -- FINANCIAL OPPORTUNITIES FUND",805-1955118940,"POLAR CAPITAL","801-64644","N"
1999835,"POLAR CAPITAL FUNDS PLC -- GLOBAL ABSOLUTE RETURN FUND",805-2126437985,"POLAR CAPITAL","801-64644","N"
1999835,"POLAR CAPITAL FUNDS PLC -- GLOBAL CONVERTIBLE FUND",805-1093942137,"POLAR CAPITAL","801-64644","N"
1999835,"POLAR CAPITAL FUNDS PLC -- GLOBAL INSURANCE FUND",805-2034543933,"POLAR CAPITAL","801-64644","N"
1999835,"POLAR CAPITAL FUNDS PLC -- HEALTHCARE BLUE CHIP FUND",805-5666514529,"POLAR CAPITAL","801-64644","N"
1999835,"POLAR CAPITAL FUNDS PLC -- HEALTHCARE DISCOVERY FUND",805-1947403296,"POLAR CAPITAL","801-64644","N"
1999835,"POLAR CAPITAL FUNDS PLC -- HEALTHCARE OPPORTUNITIES FUND",805-2744744662,"POLAR CAPITAL","801-64644","N"
1999835,"POLAR CAPITAL FUNDS PLC -- JAPAN VALUE FUND",805-9821478614,"POLAR CAPITAL","801-64644","N"
1999835,"POLAR CAPITAL FUNDS PLC -- SMART ENERGY FUND",805-6755404819,"POLAR CAPITAL","801-64644","N"
1999835,"POLAR CAPITAL FUNDS PLC -- SMART MOBILITY FUND",805-9761191921,"POLAR CAPITAL","801-64644","N"
1999835,"POLAR CAPITAL FUNDS PLC -- UK VALUE OPPORTUNITIES FUND",805-6010768689,"POLAR CAPITAL","801-64644","N"
1999835,"PRUSIK ASIAN EQUITY INCOME FUND",805-5110278940,"PRUSIK INVESTMENT MANAGEMENT LLP","802-77763","N"
1999835,"MAGNA UMBRELLA FUND PLC/MAGNA NEW FRONTIERS FUND",805-3683397574,"FIERA CAPITAL (UK) LIMITED","801-64878","N"
1999835,"OAKS UMBRELLA FUND PLC/FIERA OAKS EM SELECT",805-7518884420,"FIERA CAPITAL (UK) LIMITED","801-64878","N"
1999835,"OAKS UMBRELLA FUND PLC/OAKS EMERGING AND FRONTIER OPPORTUNITIES FUND",805-5335857302,"FIERA CAPITAL (UK) LIMITED","801-64878","N"
1999835,"GAM FCM CAT BOND INVESTMENTS INC.",805-5129040428,"GAM INTERNATIONAL MANAGEMENT LIMITED","801-22307","N"
1999835,"GAM STAR MBS TOTAL RETURN",805-6174363540,"GAM USA INC.","801-35671","N"
1999835,"GAM FCM CAT BOND INC.",805-5455559613,"GAM INTERNATIONAL MANAGEMENT LIMITED","801-22307","Y"
2003324,"OPEN COMPUTE INTELLIGENCE NETWORK LTD",805-2908785178,"BROAD INVESTMENT SECURITIES LLC","801-112127","N"
2006705,"GLOBAL INFRASTRUCTURE DEBT FUND FEEDER SCSP",805-2152476519,"BLACKROCK FINANCIAL MANAGEMENT, INC","801-48433","N"
2006705,"BLACKROCK DIVERSIFIED PRIVATE DEBT FUND FEEDER LP",805-5192275396,"BLACKROCK FINANCIAL MANAGEMENT, INC","801-48433","N"
2006705,"GLOBAL RENEWABLE POWER INFRASTRUCTURE FUND III (A), L.P.",805-3169187672,"BLACKROCK FINANCIAL MANAGEMENT, INC","801-48433","N"
2006705,"BLACKROCK ALTERNATIVE FUNDS S.C.A., SICAV-RAIF - BLACKROCK PRIVATE INFRASTRUCTURE OPPORTUNITIES ELTIF",805-8320307560,"BLACKROCK FINANCIAL MANAGEMENT, INC","801-48433","N"
2006705,"GLOBAL RENEWABLE POWER FUND III, SCSP",805-3709962355,"BLACKROCK FINANCIAL MANAGEMENT, INC","801-48433","N"
2006705,"BLACKROCK ICS US TREASURY FUND",805-8608708677,"BLACKROCK CAPITAL MANAGEMENT, INC.","801-57038","N"
2006705,"GLOBAL RENEWABLE POWER INFRASTRUCTURE FUND III (C), SCSP",805-7037679402,"BLACKROCK FINANCIAL MANAGEMENT, INC","801-48433","N"
2006705,"GLOBAL CREDIT OPPORTUNITIES (CANADA) L.P.",805-3541135987,"BLACKROCK ASSET MANAGEMENT CANADA LIMITED","802-76230","N"
2006705,"GLOBAL RENEWABLE POWER FUND III EMPLOYEE FUND (A), L.P.",805-8834946460,"BLACKROCK ALTERNATIVES MANAGEMENT, LLC","801-110250","N"
2006705,"BLACKROCK STRATEGIC EQUITY HEDGE FUND LIMITED LLC",805-7784659343,"BLACKROCK FINANCIAL MANAGEMENT, INC","801-48433","N"
2006705,"BLACKROCK DIVERSIFIED PRIVATE DEBT FUND MASTER LP",805-6157731219,"BLACKROCK FINANCIAL MANAGEMENT, INC","801-48433","N"
2006705,"GLOBAL RENEWABLE POWER INFRASTRUCTURE FUND III (B), L.P.",805-2150947592,"BLACKROCK FINANCIAL MANAGEMENT, INC","801-48433","N"
2006705,"BLACKROCK INFRASTRUCTURE FUNDS ICAV -  GLOBAL RENEWABLE POWER FUND III",805-3929733824,"BLACKROCK FINANCIAL MANAGEMENT, INC","801-48433","N"
2006705,"GLOBAL RENEWABLE POWER FUND II, (B/C SPLITTER), L.P.",805-6568458562,"BLACKROCK FINANCIAL MANAGEMENT, INC","801-48433","N"
2006705,"BLACKROCK ICS US DOLLAR LIQUIDITY FUND",805-6141899593,"BLACKROCK CAPITAL MANAGEMENT, INC.","801-57038","N"
2006705,"GLOBAL RENEWABLE POWER INFRASTRUCTURE FUND III (E), L.P.",805-1956363636,"BLACKROCK FINANCIAL MANAGEMENT, INC","801-48433","N"
2000711,"VLP014-VEMF-A, LP",805-8004401026,"PATHSTONE","801-70776","N"
1979930,"TV AI FUND IA, A SERIES OF SECONDMARKET GROWTH, LLC",805-9843115481,"SECONDMARKET FINANCIAL, LLC","801-131656","N"
1979930,"TV AI FUND IB, A SERIES OF SECONDMARKET GROWTH, LLC",805-7492300031,"SECONDMARKET FINANCIAL, LLC","801-131656","N"
1979930,"TV AI FUND II JUN 2025, A SERIES OF SECONDMARKET GROWTH, LLC",805-1778427959,"SECONDMARKET FINANCIAL, LLC","801-131656","N"
2002555,"INVESTCORP SPECIAL OPPORTUNITIES ITALIAN DISTRESSED LOAN FUND LIMITED",805-4493974398,"INVESTCORP ABSOLUTE RETURN INVESTMENTS LLC","801-118192","N"
2002555,"INVESTCORP SPECIAL OPPORTUNITIES ITALIAN DISTRESSED LOAN FUND LLC",805-4246774324,"INVESTCORP ABSOLUTE RETURN INVESTMENTS LLC","801-118192","N"
2002555,"INVESTCORP SPECIAL OPPORTUNITIES ITALIAN DISTRESSED LOAN FUND II LLC",805-2231007400,"INVESTCORP ABSOLUTE RETURN INVESTMENTS LLC","801-118192","N"
2002555,"INVESTCORP SPECIAL OPPORTUNITIES ITALIAN DISTRESSED LOAN OFFSHORE FUND II LP",805-7181457308,"INVESTCORP ABSOLUTE RETURN INVESTMENTS LLC","801-118192","N"
2002012,"OPTIMAS GLOBAL ALPHA FUND",805-8912764483,"OPTIMAS CAPITAL MANAGEMENT PTE. LTD.","802-127717","N"
