"FilingID","Country/Authority"
2007960,"Canada - Ontario Securities Commission"
2007960,"Canada - British Columbia Securities Commission"
2007960,"Canada - Quebec, Financial Markets Authority"
2007814,"Other: SUPERINTENDENCIA FINANCIERA DE COLOMBIA"
2006595,"Australia - Australian Securities and Investments Commission"
2013040,"Hong Kong - Securities and Futures Commission"
1982098,"India - Securities and Exchange Board of India"
2007980,"Mauritius, Republic of - Financial Services Commission"
2007980,"United Kingdom - Financial Conduct Authority"
2012704,"Spain - National Commission of Securities Markets"
2012704,"Other: NETHERLANDS / AFM"
2012704,"Other: AUSTRIA / FINANCIAL MARKET SUPERVISION AUSTRIA"
2012704,"Germany - German Federal Financial Supervisory Agency"
2012704,"Other: ITALY / THE COMMISSIONE NAZIONALE PER LE SOCIETA E LA BORSA (CONSOB)"
2012704,"Sweden - Swedish Financial Supervisory Authority"
2012704,"Other: FRANCE / AUTORITE DE CONTROLE PRUDENTIEL ET DE RESOLUTION (ACPR) AT THE BANQUE DE FRANCE"
2011715,"Other: PINEBRIDGE INVESTMENTS LLC IS EXEMPT FROM HOLDING AN AUSTRALIAN FINANCIAL SERVICES LICENSE DUE TO ITS REGISTRATION WITH THE SEC"
2011715,"China, People's Republic of - China Securities Regulatory Commission "
2008866,"Japan - Financial Services Agency"
1985334,"Hong Kong - Securities and Futures Commission"
2012787,"Canada - Quebec, Financial Markets Authority"
2012787,"Canada - Ontario Securities Commission"
2012787,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
2012787,"Canada - British Columbia Securities Commission"
2012211,"Other: AOOS - SCHWEIZERISCHE AKTIENGESELLSCHAFT FUR AUFSICHT (A SWISS COMPANY LIMITED BY SHARES FOR SUPERVISION)"
2012211,"Switzerland - Swiss Financial Market Supervisory Authority"
2010434,"United Kingdom - Financial Conduct Authority"
2012345,"Canada - Ontario Securities Commission"
2007185,"Singapore - Monetary Authority of Singapore"
2007185,"Other: PEOPLE'S REPUBLIC OF CHINA - NATIONAL FINANICAL  REGULATORY ADMINISTRATION"
2007185,"United Kingdom - Prudential Regulation Authority"
2007185,"Other: JAPAN - JAPAN INVESTMENT ADVISERS ASSOCIATION"
2007185,"United Kingdom - Financial Conduct Authority"
2007185,"Japan - Financial Services Agency"
2007185,"Other: HONG KONG - HONG KONG MONETARY AUTHORITY"
2008314,"Hong Kong - Securities and Futures Commission"
2010921,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
2010921,"Dubai - Dubai Financial Services Authority"
2006646,"Ireland -  Central Bank of Ireland"
2006646,"France - Financial Markets Authority"
2006646,"Germany - German Federal Financial Supervisory Agency"
2006646,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1989657,"Australia - Australian Securities and Investments Commission"
2011298,"Israel - Israel Securities Authority"
2003593,"Ireland -  Central Bank of Ireland"
2003593,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
2003593,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
2004052,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
2007270,"United Kingdom - Financial Conduct Authority"
2007311,"Japan - Financial Services Agency"
2007311,"United Kingdom - Financial Conduct Authority"
2007311,"Singapore - Monetary Authority of Singapore"
2007311,"Hong Kong - Securities and Futures Commission"
2007311,"Canada - Ontario Securities Commission"
2007311,"Canada - Quebec, Financial Markets Authority"
2007311,"Dubai - Dubai Financial Services Authority"
2007271,"Hong Kong - Securities and Futures Commission"
2011205,"United Kingdom - Financial Conduct Authority"
2012786,"Brazil - Securities and Exchange Commission"
2011567,"United Kingdom - Financial Conduct Authority"
2011752,"Canada - Ontario Securities Commission"
2005567,"India - Securities and Exchange Board of India"
2009066,"United Kingdom - Financial Conduct Authority"
2009773,"United Kingdom - Financial Conduct Authority"
2009773,"Other: FOREIGN REGULATORY AUTHORITY"
2009729,"Other: PEAK ROCK CAPITAL EUROPE LLP IS AN APPOINTED REPRESENTATIVE OF SAPIA PARTNERS WHICH IS AUTHORIZED AND REGULATED BY THE FCA."
2011475,"Other: CHILE - RISK CLASSIFICATION COMMITTEE"
2011475,"Dubai - Dubai Financial Services Authority"
2009025,"United Kingdom - Financial Conduct Authority"
2009028,"United Kingdom - Financial Conduct Authority"
2009851,"Canada - Quebec, Financial Markets Authority"
2009851,"Canada - Ontario Securities Commission"
2009851,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
2009851,"Canada - British Columbia Securities Commission"
2009772,"Hong Kong - Securities and Futures Commission"
2009770,"Spain - National Commission of Securities Markets"
2009770,"Other: NETHERLANDS / AFM"
2009770,"Other: AUSTRIA / FINANCIAL MARKET SUPERVISION AUSTRIA"
2009770,"Germany - German Federal Financial Supervisory Agency"
2009770,"Other: ITALY / THE COMMISSIONE NAZIONALE PER LE SOCIETA E LA BORSA (CONSOB)"
2009770,"Sweden - Swedish Financial Supervisory Authority"
2009770,"Other: FRANCE / AUTORITE DE CONTROLE PRUDENTIEL ET DE RESOLUTION (ACPR) AT THE BANQUE DE FRANCE"
2013044,"United Kingdom - Financial Conduct Authority"
2012288,"United Kingdom - Financial Conduct Authority"
2007217,"Switzerland - Swiss Financial Market Supervisory Authority"
2002035,"Canada - Ontario Securities Commission"
2004051,"United Kingdom - Financial Conduct Authority"
2004047,"Hong Kong - Securities and Futures Commission"
2005524,"United Kingdom - Financial Conduct Authority"
2006689,"Canada - Ontario Securities Commission"
2010971,"Canada - Ontario Securities Commission"
2011182,"Canada - Ontario Securities Commission"
2012032,"United Kingdom - Financial Conduct Authority"
2005085,"Canada - Ontario Securities Commission"
2008712,"Israel - Israel Securities Authority"
2011143,"Israel - Israel Securities Authority"
2011155,"Canada - Ontario Securities Commission"
2010026,"Other: UNITED KINGDOM - FINANCIAL CONDUCT AUTHORITY AND PRUDENTIAL REGULATION AUTHORITY"
2007078,"Switzerland - Swiss Financial Market Supervisory Authority"
2007078,"Ireland -  Central Bank of Ireland"
2012463,"Singapore - Monetary Authority of Singapore"
2012463,"Dubai - Dubai Financial Services Authority"
2012463,"Other: SUPERINTENDENCIA FINANCIERA DE COLOMBIA"
2012463,"Australia - Australian Securities and Investments Commission"
2012463,"China, People's Republic of - China Securities Regulatory Commission "
2012463,"Other: SWISS FEDERAL BANKING COMMISSION"
2012463,"Taiwan - Financial Supervisory Commission"
2012463,"Other: TAIWAN - THE CENTRAL BANK OF REPUBLIC OF CHINA"
2012463,"Other: SUPERINTENDENCIA FINANCIERA DE COLOMBIA"
2012463,"Other: SWISS NATIONAL BANK"
2012463,"Other: TAIWAN - THE CENTRAL BANK OF REPUBLIC OF CHINA"
2012463,"Other: SWISS FEDERAL BANKING COMMISSION"
2012463,"Other: SWISS NATIONAL BANK"
2012463,"Italy - National Stock Exchange Commission"
2012605,"Canada - Saskatchewan Financial Services Commission"
2012605,"Canada - British Columbia Securities Commission"
2012605,"Canada - Manitoba Securities Commission"
2012605,"Canada - Alberta Securities Commission"
2012605,"Canada - Quebec, Financial Markets Authority"
2012605,"Canada - New Brunswick Securities Commission"
2012605,"Canada - Nova Scotia Securities Commission"
2012605,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
2012605,"Canada - Prince Edward Island, Securities Office"
2012605,"Canada - Ontario Securities Commission"
2010081,"United Kingdom - Financial Conduct Authority"
2010441,"United Kingdom - Financial Conduct Authority"
2008104,"Canada - Yukon Territories, Registrar of Securities"
2008104,"Canada - Manitoba Securities Commission"
2008104,"Canada - New Brunswick Securities Commission"
2008104,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
2008104,"Canada - Northwest Territories, Office of the Registrar of Securities"
2008104,"Canada - Nova Scotia Securities Commission"
2008104,"Ireland -  Central Bank of Ireland"
2008104,"Canada - Alberta Securities Commission"
2008104,"Canada - British Columbia Securities Commission"
2008104,"Canada - Nunavut, Registrar of Securities"
2008104,"Canada - Ontario Securities Commission"
2008104,"Canada - Prince Edward Island, Securities Office"
2008104,"Canada - Quebec, Financial Markets Authority"
2008104,"Canada - Saskatchewan Financial Services Commission"
2008104,"United Kingdom - Financial Conduct Authority"
2008104,"United Kingdom - Financial Conduct Authority"
2007963,"Canada - Alberta Securities Commission"
2007963,"France - Financial Markets Authority"
2007963,"Canada - Ontario Securities Commission"
2007963,"Canada - Quebec, Financial Markets Authority"
2007963,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
2008118,"Ireland -  Central Bank of Ireland"
2013033,"United Kingdom - Financial Conduct Authority"
2011444,"Ireland -  Central Bank of Ireland"
1997532,"Dubai - Dubai Financial Services Authority"
2012422,"Other: NORWAY - THE FINANCIAL SUPERVISORY AUTHORITY OF NORWAY"
2012422,"Australia - Australian Securities and Investments Commission"
2010100,"Canada - Ontario Securities Commission"
2010100,"Canada - British Columbia Securities Commission"
2010100,"Canada - Alberta Securities Commission"
2010100,"India - Securities and Exchange Board of India"
2010100,"Canada - Manitoba Securities Commission"
2010100,"Ireland -  Central Bank of Ireland"
2010100,"Canada - Nova Scotia Securities Commission"
2010100,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
2010100,"Canada - Quebec, Financial Markets Authority"
2010100,"Bahamas - Securities Commission of the Bahamas"
2010100,"Canada - New Brunswick Securities Commission"
2010100,"Canada - Prince Edward Island, Securities Office"
2010100,"Canada - Saskatchewan Financial Services Commission"
2010100,"Australia - Australian Securities and Investments Commission"
2007944,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
2007944,"China, People's Republic of - China Securities Regulatory Commission "
2007944,"Singapore - Monetary Authority of Singapore"
2010004,"Canada - Ontario Securities Commission"
2010004,"Canada - Alberta Securities Commission"
2010004,"Canada - British Columbia Securities Commission"
2010004,"Canada - Manitoba Securities Commission"
2010004,"Canada - Nova Scotia Securities Commission"
2010004,"Canada - Quebec, Financial Markets Authority"
2010004,"Ireland -  Central Bank of Ireland"
2004543,"India - Securities and Exchange Board of India"
2004543,"Australia - Australian Securities and Investments Commission"
2012373,"Belgium - Banking, Finance and Insurance Commission"
2012373,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
2007162,"Canada - Ontario Securities Commission"
2007162,"Canada - British Columbia Securities Commission"
2006640,"Dubai - Dubai Financial Services Authority"
2001961,"Brazil - Securities and Exchange Commission"
2001961,"Bahamas - Securities Commission of the Bahamas"
2009083,"United Kingdom - Financial Conduct Authority"
2007267,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
2009535,"India - Securities and Exchange Board of India"
2009535,"Australia - Australian Securities and Investments Commission"
2009535,"China, People's Republic of - China Securities Regulatory Commission "
2009535,"Singapore - Monetary Authority of Singapore"
2009535,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
2010266,"United Kingdom - Financial Conduct Authority"
2007446,"Switzerland - Swiss Financial Market Supervisory Authority"
2008528,"United Kingdom - Financial Conduct Authority"
2009569,"Dubai - Dubai Financial Services Authority"
2000153,"Cayman Islands - Cayman Islands Monetary Authority"
