"FilingID","ReferenceID","Name of Adviser","SEC File Number","CRD Number"
1932328,462827,"ROACH CAPITAL, LLC","802-123000",316065
1932328,462830,"PRITHVI VENTURES","",310997
1932328,462834,"SCHLAFMAN ADVISORS LLC","",306832
1932328,462837,"SEMICOLON VILLAGE INC.","",317272
1932328,462867,"TUNITAS VENTURES MANAGEMENT, LLC","",323749
1932328,462915,"T&R ADVISORS LLC","",306268
1932328,462916,"TOKYO BLACK CAPITAL ADVISORS, LLC","",307178
1932328,462923,"WEEKEND ADVISOR LLC","",299574
1932328,462925,"ZUMA ADVISORS LLC","",305261
1932328,462929,"N49P MANAGEMENT, LLC","",322307
1932328,462930,"NOT BORING CAPITAL, LLC","802-126872",315644
1932328,462983,"MYASIA VC","802-120082",311027
1932328,463000,"LEFONDS","802-122019",314824
1932328,463063,"REVERE PARTNERS RF, LLC","",315448
1932328,463064,"RIVERSIDE VENTURES PARTNERSHIP, LLC","",311287
1932328,463065,"SAXECAP VC  HOLDINGS, LLC","802-127850",316724
1932328,463117,"THE PITCH FUND, LLC","",327310
1932328,463133,"MANA VENTURES","802-126536",311231
1932328,463134,"MANA VENTURES","802-126536",311231
1932328,463181,"ZZG CAPITAL LLC","802-124823",298061
1932328,463626,"HAYSTACK MANAGEMENT COMPANY, LLC","802-113116",292586
1932328,463648,"DARWIN AND WOLF, LLC","802-126640",320640
1932328,463777,"ZZG CAPITAL LLC","802-124823",298061
1932328,463780,"13658058 CANADA INC.","802-126842",320631
1932328,463789,"HEALTHSPAN CAPITAL, LLC","",318727
1932328,464613,"RED BEARD VENTURES MANAGEMENT LLC","802-127696",319144
1932328,464622,"MANA VENTURES","802-126536",311231
1932328,465302,"500 GLOBAL","802-74642",161526
1932328,465461,"MANA VENTURES","802-126536",311231
1932328,465584,"KARMAN VENTURES, LLC","802-130073",322083
1932328,465589,"UNPOPULAR VENTURES","802-124911",312118
1932328,466042,"NOMAD VENTURE PARTNERS, LLC","",316236
1932328,466338,"DURO VENTURES, LLC","",297291
1932328,466388,"FOUNDERS FIRST ADVISORS, LLC","802-128029",326614
1932328,466432,"SHRUG, LLC","802-122495",313323
1932328,467248,"UMAMI CAPITAL, LLC","",325866
1932328,467300,"RENDERED VC AL, LLC","",321671
1932328,467302,"MYASIA VC","802-120082",311027
1932328,467303,"ZZG CAPITAL LLC","802-124823",298061
1932328,467503,"MYASIA VC","802-120082",311027
1932328,467526,"MYSTIC VENTURES, LLC","",316983
1932328,467770,"MANA VENTURES","802-126536",311231
1932328,467771,"ZZG CAPITAL LLC","802-124823",298061
1932328,468055,"NOMAD VENTURE PARTNERS, LLC","",316236
1932328,470503,"WAYFINDER VENTURES MANAGEMENT, L.L.C.","802-129876",313288
1932328,470559,"LATTICE CAPITAL MANAGEMENT, LLC","802-130136",320606
1932328,470710,"REFASHIOND VENTURES, LLC","",313674
1932328,470711,"REFASHIOND VENTURES, LLC","",313674
1932328,470768,"MYASIA VC","802-120082",311027
1932328,470769,"ZZG CAPITAL LLC","802-124823",298061
1932328,470891,"RIDE HOME FUND, LLC","",317237
1932328,470893,"RIEF, LLC","",313478
1932328,470931,"PARETA VENTURE ADVISORS, LLC","",307183
1932328,470935,"SAXECAP VC  HOLDINGS, LLC","802-127850",316724
1933577,231949,"TAMARIX EQUITY GP, LLC (RELYING ADVISER)","",
1954697,216995,"CMC CAPITAL PARTNERS HK LIMITED","",
1954697,190546,"CMC CAPITAL PARTNERS HK LIMITED","",
1954697,55386,"CMC CAPITAL PARTNERS HK LIMITED","",
1954697,288499,"CMC CAPITAL PARTNERS HK LIMITED","",
1949206,19192,"T. ROWE PRICE ASSOCIATES, INC.","801-856",105496
1949206,18984,"T. ROWE PRICE ASSOCIATES, INC.","801-856",105496
1949206,17963,"T. ROWE PRICE ASSOCIATES, INC.","801-856",105496
1949206,18993,"T. ROWE PRICE ASSOCIATES, INC.","801-856",105496
1949206,19011,"T. ROWE PRICE ASSOCIATES, INC.","801-856",105496
1949206,19180,"T. ROWE PRICE ASSOCIATES, INC.","801-856",105496
1949206,19189,"T. ROWE PRICE ASSOCIATES, INC.","801-856",105496
1949206,19197,"T. ROWE PRICE ASSOCIATES, INC.","801-856",105496
1949206,19202,"T. ROWE PRICE ASSOCIATES, INC.","801-856",105496
1949206,19194,"T. ROWE PRICE ASSOCIATES, INC.","801-856",105496
1937391,442946,"DGF","802-122243",315221
1937391,313545,"DGF","802-122243",315221
1945018,215300,"CC REAL ESTATE ADVISORY LIMITED","802-75197",162112
1949851,452224,"MONACO ASSET MANAGEMENT","",
1949851,427168,"THIRDWAY CAPITAL MANAGEMENT","802-122192",316078
1960328,367497,"RESILIENCEVC","802-128301",326806
1949928,178856,"ABAC CAPITAL","802-108303",284831
1960471,222733,"REDVIEW ADVISORS (HK) LIMITED","",
1932328,470939,"TIMOTHY CHEN ADVISORS, LLC","802-130086",305778
1932328,462815,"RECURSION VENTURE CAPITAL, LLC","",321668
1932328,456086,"MANA VENTURES","802-126536",311231
1932328,456088,"MANA VENTURES","802-126536",311231
1932328,456090,"MANA VENTURES","802-126536",311231
1932328,456144,"ACCELERATOR VENTURES","802-78079",167845
1932328,456149,"ACCELERATOR VENTURES","802-78079",167845
1932328,456153,"ACCELERATOR VENTURES","802-78079",167845
1932328,456154,"ACCELERATOR VENTURES","802-78079",167845
1932328,456743,"MANA VENTURES","802-126536",311231
1932328,456771,"WILLOWTREE INVESTMENT MANAGEMENT, LLC","",325697
1932328,456772,"WILLOWTREE INVESTMENT MANAGEMENT, LLC","",325697
1932328,456803,"ZC ADVISOR","802-128487",291811
1932328,456876,"MANA VENTURES","802-126536",311231
1932328,457069,"THE LAUNCH PARTNERSHIP, LLC","802-127827",284093
1932328,457146,"THE LAUNCH PARTNERSHIP, LLC","802-127827",284093
1932328,457161,"CYANOTYPE LLC","",171310
