"FilingID","ReferenceID","SubreferenceID","Name of General Partner, etc."
2010959,476697,151348,"BDCM OPPORTUNITY FUND VI ADVISERS, L.L.C."
2010959,66906,120777,"BDCM OPPORTUNITY FUND IV ADVISER, L.L.C."
2010959,58854,120776,"BDCM OPPORTUNITY FUND II ADVISER, L.L.C."
2010959,193734,122227,"BDCM STRATEGIC CAPITAL FUND I ADVISER, L.L.C."
2010959,58854,11869,"BDCM OPPORTUNITY FUND II ADVISER, L.L.C."
2010959,58857,11872,"BDCM OPPORTUNITY FUND III ADVISER, L.L.C."
2010959,58912,11887,"BDCM FUND ADVISER, L.L.C."
2010959,66906,13696,"BDCM OPPORTUNITY FUND IV ADVISER, L.L.C."
2010959,216794,126492,"BDCM OPPORTUNITY FUND V ADVISER, L.L.C."
2009065,482702,152112,"SOUND POINT CRE SENIOR SECURED INCOME FUND GP, LLC"
2004483,490008,153739,"GARY LINFORD - DIRECTOR"
2004483,490008,153740,"TAPROOT FUND GP LLC"
2004483,490008,153739,"SCOTT DRAGOO - DIRECTOR"
2004483,490008,153739,"LAURA MCGEEVER - DIRECTOR"
2008866,337927,143039,"SCIENTECH RESEARCH LLC"
2008866,337927,143039,"LE DUAN"
2008866,337927,143038,"SCIENTECH RESEARCH LLC"
2008866,287662,138059,"SCIENTECH RESEARCH LLC"
2008866,287662,138058,"SCIENTECH RESEARCH LLC"
2008866,287662,138059,"LE DUAN"
2004810,439245,150640,"OHA STRATEGIC CREDIT III GENPAR, LLC"
2004810,439245,150641,"OHA STRATEGIC CREDIT III GENPAR, LLC"
2004810,439245,150642,"OHA STRATEGIC CREDIT III GENPAR, LLC"
2004810,371956,146716,"OHA STRUCTURED PRODUCTS III GENPAR, LLP"
2004810,247361,133279,"OHA TACTICAL INVESTMENT GENPAR, LLP"
2004810,249220,133628,"OHA STRUCTURED PRODUCTS II GENPAR, LLP"
2004810,249220,133627,"OHA STRUCTURED PRODUCTS II GENPAR, LLP"
2004810,180627,118404,"OHA STRATEGIC CREDIT II GENPAR, LLC"
2004810,363575,144124,"OHA CREDIT SOLUTIONS II GENPAR, LLP"
2004810,319156,142537,"OHA GLOBAL DIRECTOR LLC"
2004810,202666,132421,"OHA CLO ENHANCED EQUITY GENPAR, LLC"
2004810,202666,132420,"OHA CLO ENHANCED EQUITY GENPAR, LLC"
2004810,363575,144125,"OHA CREDIT SOLUTIONS II GENPAR, LLP"
2004810,229149,130255,"OHA CREDIT SOLUTIONS GENPAR, LLC"
2004810,229149,130256,"OHA CREDIT SOLUTIONS GENPAR, LLC"
2004810,49255,132422,"OHA DIVERSIFIED CREDIT STRATEGIES GENPAR, LLC"
2004810,49255,47365,"OAK HILL ADVISORS, L.P. AS MANAGER"
2004810,180628,118408,"OHA CLO STRATEGIES FUND GENPAR, LLC"
2004810,371956,145267,"OHA STRUCTURED PRODUCTS III GENPAR, LLP"
2004810,371956,145269,"OHA STRUCTURED PRODUCTS III GENPAR, LLP"
2004810,41995,7832,"OHA EUROPEAN STRATEGIC CREDIT GENPAR, LLC"
2004810,49255,47364,"OAK HILL ADVISORS, L.P. AS MANAGER"
2004810,49255,9062,"OAK HILL ADVISORS, L.P. AS MANAGER"
2004810,180627,118403,"OHA STRATEGIC CREDIT II GENPAR, LLC"
2004810,247361,133277,"OHA TACTICAL INVESTMENT GENPAR, LLP"
2004810,247361,133278,"OHA TACTICAL INVESTMENT GENPAR, LLP"
2004810,41995,7830,"OHA EUROPEAN STRATEGIC CREDIT GENPAR, LLC"
